PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Total annual income (£),Practice_code_weighted_tot_of_Net annual income (£),Practice_code_weighted_tot_of_Net annual income before housing costs (£),Practice_code_weighted_tot_of_Net annual income after housing costs (£)
B86648,FAMILY DOCTORS,2320,40472,31463,29176,27530
B86651,ONE MEDICARE LLP,1885,32899,24790,23015,18871
B86654,OAKWOOD SURGERY,4617,45001,33615,31690,28315
B86655,BEECH TREE MEDICAL CENTRE,1954,33206,26157,24975,21775
B86658,MOORFIELD HOUSE SURGERY,4308,39401,31290,28362,26834
B86666,NEWTON SURGERY,4334,33782,25522,23954,20053
B86667,DR G S RANDHAWA & PARTNER,5104,31326,23824,23520,20029
B86669,YORK STREET HEALTH PRACTICE,1268,39851,31200,28755,28291
B86670,WHINMOOR SURGERY,2015,35702,28169,26297,23670
B86672,HAWTHORN SURGERY,5246,33400,26747,25506,21982
B86673,BRAMHAM MEDICAL CENTRE,3618,44407,33863,32120,30216
B86674,DR GOULD AND AL-TIMMAN,21,53040,37960,36400,33280
B86675,LINCOLN GREEN MEDICAL CENTRE,3545,25488,19255,20558,15780
B86678,DR F GUPTA'S PRACTICE,2776,34893,29085,26486,24891
B86682,GRANGE MEDICARE - MIDDLETON PARK,4865,30659,24785,22403,19348
B87001,MIDDLESTOWN,7722,39042,31791,29019,27977
B87002,ORCHARD CROFT,11718,36823,29086,27683,26408
B87003,COLLEGE LANE,9074,38610,30530,28871,27298
B87004,WARRENGATE,8685,32285,25734,24772,22076
B87005,RIVERSIDE MEDICAL CENTRE,10757,31629,25262,23820,21993
B87006,DR SP SINGH AND PARTNERS,9411,31103,24665,23208,20978
B87007,NORTHGATE,11416,34051,27355,25615,23825
B87008,LUPSET HEALTH CENTRE,13249,33463,26235,25011,22627
B87009,DRS ROBERTS AND WAKEFIELD,6296,30379,24704,23617,21566
B87011,FRIARWOOD SURGERY,13059,34211,27418,25443,23599
B87012,MAYBUSH,9540,33994,27086,25882,23180
B87013,OUTWOOD PARK MEDICAL CENTRE,13176,37818,29060,27288,26722
B87015,STUART ROAD,8518,34018,27258,25494,23665
B87016,WHITE ROSE SURGERY,21750,31855,25625,23687,21638
B87017,ALMSHOUSE,12813,36664,28769,27157,25174
B87018,HENRY MOORE CLINIC,10352,31575,25211,23744,21898
B87019,STANLEY,7514,39131,30163,28178,27259
B87020,CHAPELTHORPE,11933,39474,30191,28305,26889
B87021,ASH GROVE,13185,32698,26669,24646,23116
B87022,HOMESTEAD,6140,34104,26254,25826,23100
B87023,ELIZABETH COURT,14812,33185,26416,24492,22705
B87025,CASTLEFORD MEDICAL PRACTICE,5583,31576,25218,23782,21932
B87026,THE GRANGE,14758,31464,24941,23175,21179
B87027,NEW SOUTHGATE,11827,35117,27389,26352,24302
B87028,CROFTON AND SHARLSTON MED PRAC,10230,37456,29855,27034,25522
B87029,GROVE,9111,33788,26726,25680,23177
B87030,FERRYBRIDGE,9833,34087,27966,25900,23981
B87031,CHURCH STREET SURGERY,11784,33941,27973,25873,24259
B87032,STATION LANE,6638,30444,24799,23654,21582
B87033,NEWLAND SURGERY,3734,33849,26055,25006,22967
B87036,DR DP DIGGLE & DR RE PHILLIPS,3891,31173,24980,23320,21227
B87039,KINGS MEDICAL PRACTICE,13286,34080,26489,25234,23412
B87040,PROSPECT SURGERY,8044,33893,27921,25921,24329
B87041,PARK VIEW SURGERY,2731,33795,26508,25182,23390
B87042,TIEVE TARA,5229,30629,24572,23018,20953
B87044,ALVERTHORPE,2749,34809,26826,26149,23728
B87600,QUEEN STREET,2393,34229,26687,25347,23632
B87602,PATIENCE LANE,2333,35646,27941,26121,25177
B87604,EASTMOOR HEALTH CENTRE,2744,30942,25294,23912,21282
C81001,SPRINGS HEALTH CENTRE,9533,33966,26980,25612,23724
C81002,MOSS VALLEY MEDICAL PRACTICE,8311,34900,27601,25842,24897
C81003,SETT VALLEY MEDICAL CENTRE,10773,40284,30032,28690,27372
C81004,IVY GROVE SURGERY,10810,34915,27682,25826,24297
C81005,JESSOP MEDICAL PRACTICE,16917,33307,26682,24684,23010
C81006,CHARNWOOD SURGERY,13195,31752,25218,23353,19870
C81007,VERNON STREET MEDICAL CTR,9957,36077,27609,26519,22152
C81008,BLUE DYKES SURGERY,8832,31623,25949,24144,22267
C81009,WILSON STREET SURGERY,14252,30854,24406,23252,19143
C81010,THE MOIR MEDICAL CENTRE,13415,37074,28667,26899,24406
C81011,CRESWELL MEDICAL CENTRE,5190,30369,24292,23394,21261
C81012,THE SURGERY AT WHEATBRIDGE,15639,35829,26916,26634,24214
C81013,BASLOW HEALTH CENTRE,4394,42071,32603,31581,29111
C81014,DERWENT VALLEY MEDICAL PRACTICE,11037,33226,27064,24564,22140
C81015,NEWBOLD SURGERY,11190,32368,25578,25094,22864
C81016,BAKEWELL MEDICAL CENTRE,5985,38946,30207,29391,27756
C81017,ARTHUR MEDICAL CENTRE,8260,37469,29296,27139,25723
C81018,DOVE RIVER,8339,42290,32695,30448,28834
C81019,WELLSIDE MEDICAL CENTRE,8137,32298,25554,23767,20273
C81020,NEWHALL SURGERY,10542,35609,28358,25693,23438
C81021,OLD STATION SURGERY,14459,33143,26252,24345,22029
C81022,DR WEBB AND PARTNERS,3756,33568,26493,24636,22410
C81023,THE AITUNE MEDICAL PRACTICE,9242,36609,28419,26763,24265
C81024,HOLYWELL MEDICAL GROUP,24345,31478,25284,24107,21629
C81025,DRONFIELD MEDICAL PRACTICE,9702,41922,32711,29938,28139
C81026,ADAM HOUSE MEDICAL CENTRE,7109,35430,28143,26823,24204
C81027,SOMERCOTES MEDICAL CENTRE,7172,32161,26264,23934,22058
C81028,IMPERIAL ROAD SURGERY,7948,39342,30030,28349,26841
C81029,STAFFA HEALTH,15903,32772,26324,24433,22552
C81030,DARLEY DALE MEDICAL CENTRE,7585,38365,29409,28036,26511
C81031,PARK SURGERY,8686,33922,27153,24929,22849
C81032,SWADLINCOTE SURGERY,13585,35362,27623,25315,23302
C81033,SHIRES HEALTHCARE,15626,30178,25761,22876,20917
C81034,STEWART MEDICAL CENTRE,9450,36276,27762,26927,24069
C81035,VILLAGE SURGERY,10683,32981,26698,24094,21232
C81036,FRIAR GATE SURGERY,5128,35012,26712,26424,21661
C81037,ASHBOURNE MEDICAL PRACTICE,7971,39443,31065,28486,26752
C81038,WHITEMOOR MEDICAL CENTRE,12354,42155,31333,29378,28330
C81039,EYAM SURGERY,3522,42162,32200,30817,27940
C81040,PARK LANE SURGERY,5973,43937,32550,30534,29347
C81041,DR MR SPENCER'S PRACTICE,10943,31482,25378,24032,22169
C81042,VICARAGE ROAD MEDICAL CENTRE,11845,43125,32378,29817,28273
C81044,WHITTINGTON MOOR SURGERY,7528,30853,24156,24148,21878
C81045,CHESTERFIELD MEDICAL PARTNERSHIP,13987,33701,26016,25634,23266
C81046,WEST HALLAM MEDICAL CTR,4882,40454,31273,28939,27577
C81047,ALVASTON MEDICAL CENTRE,10474,35273,27116,25180,23182
C81048,APPLETREE MEDICAL PRACTICE,11043,45636,33183,31625,29088
C81049,KELVINGROVE MEDICAL CENTRE,9284,33925,27045,24911,22878
C81050,THE VILLAGE SURGERY,9562,33702,26288,24372,22932
C81051,THE PARK MEDICAL PRACTICE,25296,35035,27718,26270,22961
C81052,BROOKLYN MEDICAL PRACTICE,7413,33597,26993,24788,22723
C81053,PARKSIDE SURGERY,9614,32450,26069,24183,22169
C81054,HOLLYBROOK MEDICAL CENTRE,17337,38124,29802,26739,23956
C81055,NORTH WINGFIELD MEDICAL CENTRE,3738,31231,25576,23941,21824
C81056,CLAY CROSS MEDICAL CENTRE,6012,32876,26652,24931,23091
C81057,WILLINGTON SURGERY,8402,44383,33521,30103,28293
C81058,THE BRIMINGTON SURGERY,7691,32628,25077,24525,22194
C81059,RIPLEY MEDICAL CENTRE,5393,34284,27293,25440,23780
C81060,WOODVILLE SURGERY,9088,37168,28322,25816,23735
C81061,LITTLEWICK MEDICAL CENTRE,15442,34575,27115,25259,23150
C81062,HANNAGE BROOK MEDICAL CENTRE,8652,38527,28872,27645,25831
C81063,THORNBROOK SURGERY,8510,37906,29156,27967,25900
C81064,PARK FARM MEDICAL CENTRE,11329,40119,29732,28685,26122
C81065,BUXTON MEDICAL PRACTICE,7698,36226,27696,26867,23974
C81066,OVERDALE MEDICAL PRACTICE,10683,37299,29157,27490,25663
C81067,CHATSWORTH ROAD MEDICAL CENTRE,9010,39908,29192,28532,26433
C81068,CHAPEL STREET MEDICAL CENTRE,12688,34568,27675,25351,23426
C81069,RIVERSDALE SURGERY,13726,41765,31244,29660,28127
C81070,OAKHILL MEDICAL PRACTICE,4738,38845,30483,28439,27281
C81071,OSMASTON SURGERY,15603,30227,24324,22364,18943
C81072,LISTER HOUSE SURGERY,21679,33188,26101,23619,20821
C81073,MACKLIN STREET SURGERY,10824,34385,26223,25504,21726
C81074,ELMWOOD MEDICAL CENTRE,8549,36326,27761,26990,24025
C81075,BRAILSFORD & HULLAND MEDICAL PRACTICE,5849,44558,33463,31535,29766
C81076,TIDESWELL SURGERY,3304,41502,31717,30381,27615
C81077,GROUP PRACTICE CENTRE,3432,38039,29905,27543,25442
C81080,GOYT VALLEY MEDICAL PRACTICE,8131,40190,30115,28763,26755
C81081,MANOR HOUSE SURGERY,13001,39814,31069,28393,26408
C81082,HARTINGTON SURGERY,3076,38143,30326,27984,26938
C81083,THE GOLDEN BROOK PRACTICE,9454,36327,28227,26639,24121
C81084,AVENUE HOUSE & HASLAND PARTNERSHIP,13687,34364,26399,25966,23627
C81086,THE SURGERY CLIFTON ROAD,7888,39115,30859,28241,26537
C81087,HAVEN MEDICAL CENTRE,11056,31015,24997,23225,20080
C81089,STUBLEY MEDICAL CENTRE,4820,42493,33094,30191,28398
C81090,ILKESTON HEALTH CENTRE,3793,34011,26800,24909,22721
C81091,KILLAMARSH MEDICAL PRACTICE,9117,36400,29119,25481,23401
C81092,EVELYN MEDICAL CENTRE,6032,39193,30231,28957,26413
C81094,CRICH MEDICAL PRACTICE,7182,39010,30242,29655,27807
C81095,DR HR MCMURRAY'S PRACTICE,4500,33691,26622,25038,23703
C81096,DR WS RIDDELL'S PRACTICE,5451,31102,24768,24046,21774
C81097,COLLEGE STREET MEDICAL PRACTICE,7158,36186,28107,26554,23905
C81099,LIMES MEDICAL CENTRE,7970,32235,26055,24112,22058
C81100,THE NEW PARKFIELDS SURGERY,6734,30466,24711,23230,20421
C81101,LIME GROVE MEDICAL CENTRE,8105,39262,29937,28316,26790
C81104,OVERSEAL SURGERY,1767,35659,28386,26491,24916
C81106,LAMBGATES HEALTH CENTRE,6581,36334,28378,26395,24362
C81108,MELBOURNE & CHELLASTON MEDICAL PRACTICE,14652,40869,30265,28074,27002
C81110,WELLBROOK MEDICAL CENTRE,10406,47452,34961,31558,30042
C81113,MICKLEOVER SURGERY,5625,43012,32251,29647,27741
C81114,GRESLEYDALE HEALTHCARE CENTRE,10361,35776,27710,25307,23383
C81115,GLADSTONE HOUSE SURGERY,5197,33303,26351,24473,22241
C81118,DERBY FAMILY MEDICAL CENTRE,6311,29858,24044,21638,18224
C81604,EDEN SURGERY,3717,33771,26476,24746,22560
C81611,DR GI JONES' PRACTICE,2138,38836,31367,28592,27329
C81615,COTTAGE LANE SURGERY,2115,33316,26948,24601,22624
C81616,PEARTREE MEDICAL CENTRE,4210,27184,22256,20146,16476
C81627,GOSFORTH VALLEY MEDICAL PRACTICE,4005,42973,33480,30443,28395
C81629,CLARENCE ROAD SURGERY,3868,29134,23505,21160,17685
C81633,GRASSMOOR SURGERY,1713,30405,25412,23739,21429
C81634,ARDEN HOUSE MEDICAL PRACTICE,3574,39565,29671,28371,26970
C81638,CASTLE STREET MEDICAL CENTRE,2950,30952,25080,23889,21815
C81640,SIMMONDLEY MEDICAL PRACTICE,3604,44569,34114,30322,28900
C81642,PARK VIEW MEDICAL CENTRE,4490,37933,29808,27523,25452
C81647,ST LAWRENCE ROAD SURGERY,4441,32491,26026,24413,22499
C81648,OAKWOOD SURGERY,4018,42466,31235,28113,27232
C81649,CALOW AND BRIMINGTON PRACTICE,6709,32994,25887,24750,22658
C81652,DERWENT MEDICAL CENTRE,3854,35606,27061,27613,22125
C81653,BROOK MEDICAL CENTRE,3955,39619,29404,28825,25063
C81654,HASLAND MEDICAL CENTRE,4114,34351,26659,25939,23767
C81655,FAMILY FRIENDLY SURGERY,3830,31088,25142,23947,21948
C81658,DR V CHAWLA'S PRACTICE,4173,37756,29327,27966,26331
C81660,HADFIELD MEDICAL CENTRE,2998,37289,28922,26926,24932
C81661,BLACKWELL MEDICAL CENTRE,2488,33827,26114,24263,22499
C81662,DR A PALMER'S PRACTICE,6315,33957,27020,25382,23564
C81665,MEADOWFIELDS PRACTICE,10563,34830,27082,24778,22261
C82001,KIBWORTH HEALTH CENTRE,8981,44227,33460,31054,28442
C82002,COUNTESTHORPE HEALTH CENTRE,10036,38346,30858,27765,26043
C82003,GREENGATE MEDICAL CENTRE,10855,40400,30467,28348,25290
C82005,GROBY ROAD MEDICAL CENTRE (ID PATCHETT),8941,30636,24340,22828,18829
C82007,CASTLE DONINGTON SURGERY,9219,41279,30319,29078,27057
C82008,OAKMEADOW SURGERY (RA LEACH),9022,30544,24844,22726,19560
C82009,MARKET HARBOROUGH MED.CTR,24031,42519,31641,29670,27247
C82010,OAKHAM MEDICAL PRACTICE,15976,43513,34080,31414,28774
C82011,PINFOLD MEDICAL PRACTICE,10645,36835,28570,27519,23043
C82012,IBSTOCK HOUSE SURGERY,9922,35922,28042,25994,23993
C82013,BUSHLOE SURGERY,9611,36627,29258,26478,24794
C82014,ASHBY HEALTH CENTRE,14512,40447,30691,28324,26380
C82015,RUSHEY MEAD HEALTH CENTRE,2401,29738,25544,22315,18754
C82016,LONG CLAWSON MEDICAL PRACTICE,6271,42616,32111,29907,27969
C82017,MEASHAM MEDICAL UNIT,12853,37681,29256,27099,24988
C82018,DR SM AROLKER & PARTNERS,15532,30118,25162,23160,19464
C82019,PASLEY ROAD HEALTH CENTRE (G SINGH),4564,29666,24440,22425,19340
C82020,DE MONTFORT SURGERY,16809,30589,22691,23541,17036
C82021,THE CENTRAL SURGERY,8522,41991,32578,30373,27334
C82022,THE BILLESDON SURGERY,6796,44833,33964,31686,28300
C82023,ST MATTHEWS MEDICAL CENTRE (AIA LENNOX),3745,23962,23052,18848,13591
C82024,SPINNEY HILL MEDICAL CENTRE,18801,28431,24732,20939,16473
C82025,THE WYCLIFFE MEDICAL PRACTICE,10429,43218,33099,29966,28012
C82026,BRIDGE STREET MEDICAL PRACTICE,8070,37597,29039,27880,23676
C82027,THE OLD SCHOOL SURGERY,6664,38955,30660,27262,25583
C82028,MARKFIELD MEDICAL CENTRE,6816,38047,29175,27600,26348
C82029,WILLOWBROOK MEDICAL CENTRE (JG ASTLES),10248,34063,26998,25146,21707
C82030,DOWNING DRIVE SURGERY (AJJ BENTLEY),7007,36258,29595,26132,23136
C82031,JOHNSON MEDICAL PRACTICE,10946,32270,26846,23222,19547
C82032,DR NW OSBORNE'S PRACTICE,6937,38788,30636,27874,24642
C82033,HUMBERSTONE MEDICAL CENTRE (IP JONES),9206,31313,25904,22855,19408
C82034,QUORN MEDICAL CENTRE,8513,44831,33282,32035,29714
C82035,PARK VIEW SURGERY,7640,37251,28890,27673,23314
C82036,DR KILPATRICK AND PARTNERS,14730,44221,33115,30817,28320
C82037,EAST PARK MEDICAL CENTRE (RP PANDYA),10261,29965,25630,21841,17506
C82038,LATHAM HOUSE MEDICAL PRACTICE,35631,37503,28862,27067,25093
C82039,KINGSWAY SURGERY,11191,35877,28346,26257,23614
C82040,ORCHARD SURGERY,8476,41750,31779,30630,26878
C82041,DR GP HANLON'S PRACTICE,11981,37748,29311,27976,23774
C82042,COUNTY PRACTICE,11612,38824,30160,28011,25524
C82043,STATION VIEW HEALTH CENTRE,12734,36659,28553,26559,24608
C82044,EMPINGHAM MEDICAL CENTRE,5939,43839,32999,31154,29722
C82045,DR RW LAWRENCE'S PRACTICE,5518,35402,26876,25216,23093
C82046,SAFFRON GROUP PRACTICE,12826,30106,24193,23013,18914
C82047,MAPLES FAMILY MED.PRACT.,10808,36735,28570,26578,24573
C82048,ROSEMEAD DRIVE SURGERY,3606,40625,31713,29613,26781
C82050,DR NR PULMAN'S PRACTICE,10003,35585,26891,25202,23039
C82051,NEWBOLD VERDON MED.PRACT.,10704,39687,30736,28826,27006
C82052,DR AM LEWIS' PRACTICE,3901,34022,26816,25150,23482
C82053,HOCKLEY FARM MED PRACT (A NANA),10445,29047,24468,20476,17270
C82054,THE BURBAGE SURGERY,10106,38844,30111,27909,26356
C82055,THE LIMES MEDICAL CENTRE,14248,41327,31160,28697,26605
C82056,GLENFIELD SURGERY,13770,38326,29975,27693,25720
C82058,SAFFRON SURGERY,5058,30800,25015,23333,19826
C82059,WESTCOTES GP SURGERY (ONE),1265,32363,25103,23965,19604
C82060,THE PRACTICE-SAYEED,3634,29565,24943,21516,16842
C82061,BARWELL & HOLLYCROFT MEDICAL CENTRES,10825,35641,27968,25618,23736
C82062,BARROW HEALTH CENTRE,8679,45028,33770,31611,29072
C82063,EAST LEICESTER MED PRACT(S LONGWORTH),12970,29438,24670,21730,17986
C82064,FOREST HOUSE SURGERY,11484,37349,28727,26925,25271
C82065,THE MAPLES SURGERY (KP NEWLEY),2785,32237,26312,23730,18858
C82066,FOREST HOUSE MEDICAL CTR,13726,41483,31656,29169,27411
C82067,THE CROFT MEDICAL CENTRE,8247,43066,33253,31064,27625
C82068,NORTHFIELD MEDICAL CENTRE,11195,37662,29740,27462,25537
C82070,WOODBROOK MEDICAL CENTRE,9045,36636,28404,27449,23032
C82071,WIGSTON CENTRAL SURGERY,10385,38375,29600,27430,24833
C82072,BROOM LEYS SURGERY,8118,34440,26665,24811,22793
C82073,MERRIDALE MEDICAL CENTRE (RP TEW),14431,32419,25584,23607,19685
C82075,CASTLE MEAD MEDICAL CENTRE,9578,37529,29028,26923,24960
C82076,THE WELBY PRACTICE,4739,40583,30889,28947,27096
C82077,THE UPPINGHAM SURGERY,10627,41112,31870,30729,26591
C82078,THE JUBILEE MEDICAL PRACTICE,11078,38297,29853,27789,25315
C82079,SOUTH WIGSTON HEALTH CTR.,8975,33246,26970,25017,23077
C82080,SHEFA MEDICAL PRACTICE,4118,28987,24569,21639,16660
C82081,QUEENS ROAD MEDICAL CENTRE,2428,41186,30583,29506,24925
C82082,THE CENTRE SURGERY,5743,35937,27986,26168,24104
C82084,DR B MODI,3140,29324,25516,22079,17928
C82086,FOSSE MEDICAL CENTRE (GK SHARMA),8282,31192,23714,22493,18137
C82088,EVINGTON MEDICAL CENTRE (C KUMAR),9799,31282,26380,23113,18726
C82091,BIRSTALL MEDICAL CENTRE,7410,33316,26339,24782,21238
C82092,AYLESTONE HEALTH CENTRE,2845,32764,25321,24780,21068
C82093,THE ORCHARD MED PRACTICE,11123,46251,34698,30331,29210
C82094,BEAUMONT LODGE MEDICAL PRACTICE,6748,30257,24686,23632,18857
C82095,ALPINE HOUSE SURGERY,9190,40503,30527,29050,26445
C82096,HUGGLESCOTE SURGERY,6873,36653,27628,25742,23719
C82097,CHARNWOOD SURGERY,1276,39323,29877,28507,25437
C82098,HAZELMERE MEDICAL CENTRE,7213,37079,29483,27257,25437
C82099,ST PETER'S ROAD SURGERY (KA CHOUDRY),3819,30713,25668,22437,17873
C82100,THE HEDGES MEDICAL CENTRE (SA BAILEY),5458,28289,23679,21476,18522
C82102,DR HEAP & PARTNER,4258,39507,30293,28184,25723
C82103,DISHLEY GRANGE MEDICAL PRACTICE,7033,39275,30166,28478,25399
C82105,AR-RAZI MEDICAL CENTRE,2431,32283,26415,23490,18895
C82106,THE FAMILY PRACTICE,1985,35291,26772,25162,22898
C82107,BRANDON STREET SURGERY,5385,28294,25540,21497,17009
C82108,LONG STREET SURGERY,2813,36467,28825,26312,24300
C82109,THE HUSBANDS BOSWORTH SURGERY,3645,45952,34242,31765,28985
C82111,NN VAGHELA'S PRACTICE,15644,36079,27831,29318,22684
C82112,SEVERN SURGERY,4338,45632,35387,32850,28861
C82114,DR U K ROY,1908,31769,24720,23506,19107
C82116,HIGHFIELDS SURGERY (R WADHWA),3333,28932,24639,21699,16749
C82119,NARBOROUGH HEALTH CENTRE,2438,35952,27387,26121,22315
C82120,DR EA HEPPLEWHITE'S PRACTICE,3397,33923,26657,25034,23352
C82121,HEATH LANE SURGERY,14049,34733,27442,25550,23283
C82122,CLARENDON PARK ROAD HEALTH CENTRE,4625,39983,29702,29276,24483
C82123,BELVOIR VALE SURGERY,3284,42540,31969,29961,27995
C82124,DR P KHUNTI & PARTNERS,18117,36913,27893,27510,22002
C82600,THE BANKS SURGERY,5198,38247,29697,28007,24608
C82610,THE PARKS MEDICAL CENTRE (B HAINSWORTH),5107,27082,22667,20660,16990
C82611,THE MASHARANI PRACTICE,5598,43431,33199,30017,28094
C82614,THE PRACTICE-ASQUITH,3858,40046,30019,28800,24304
C82620,DR S SHAFI,1802,32570,25039,24403,19642
C82623,HEATHERBROOK SURGERY (RP ARCHER),3371,31847,25539,24494,19694
C82624,BEAUMONT LEYS HEALTH CENTRE (CARETAKER),6875,29122,23977,23024,18315
C82626,PASLEY ROAD HEALTH CENTRE (TK KHONG),2167,29373,24276,22163,19293
C82627,DR YB SHAH'S PRACTICE,4624,31484,26561,24004,21356
C82628,GROBY SURGERY,3130,41918,31313,28764,27461
C82631,ENDERBY MEDICAL CENTRE,5746,39217,29811,27790,25215
C82634,RATBY SURGERY,2866,38754,29710,27269,25456
C82639,WESTCOTES HEALTH CENTRE (RL HAZELDINE),5772,32101,25131,23834,19680
C82642,HIGHFIELDS MEDICAL CENTRE (A SINHA),7155,28838,25073,21499,16996
C82643,COMMUNITY HEALTH CENTRE (ZS OSAMA),10379,26356,23598,19875,14840
C82644,DR MK LAKHANI'S PRACTICE,3312,38286,29740,27997,24566
C82649,MARKET OVERTON & SOMERBY SURGERIES,3421,42676,32335,30594,28794
C82650,DESFORD MEDICAL CENTRE,4034,38747,30246,28599,26898
C82651,BROADHURST ST MED PRACT (KS MORJARIA),3694,29174,25791,21989,17633
C82653,WESTCOTES GP SURGERY (TWO),1503,30475,24059,22571,18082
C82655,DR TM HAMMOND & PARTNERS,2258,35534,26921,25254,23102
C82656,FIELD STREET SURGERY,2164,37321,28819,26968,25244
C82657,DR BJ SHAH'S PRACTICE,1420,40092,30413,28748,26090
C82659,MELBOURNE ROAD HEALTH CENTRE (R KAPUR),2857,27817,24228,20673,15902
C82660,ST PETER'S MED CENTRE (MANSINGH & MEHRA),5822,33650,26731,24861,19764
C82662,WALNUT ST MED CTR (LEICESTER MED GROUP),3512,31621,23849,24230,18142
C82663,DR SJ SHEPHERD'S PRACTICE,2667,40192,30598,28189,26270
C82667,THE CHARNWOOD PRACTICE,6840,28250,23950,20784,16719
C82669,THE SURGERY @ AYLESTONE,3471,33013,25567,24902,21314
C82670,INCLUSION HEALTHCARE,975,30092,23394,23257,17152
C82671,DR GANDECHA & PARTNER,4025,28191,25404,21303,16729
C82676,ST ELIZABETH'S MEDICAL CENTRE (JA WOOD),4819,31270,25943,23179,20187
C82678,THURMASTON HEALTH CENTRE,6546,31705,26640,23999,21079
C82680,THE PRACTICE-RUSHEY MEAD,2542,29500,25534,22175,18536
C83001,CITY MEDICAL PRACTICE,9014,31427,23951,24235,19851
C83002,NAVENBY CLIFF VILLAGES SURGERY,8034,38244,29146,27551,26047
C83003,BEECHFIELD MEDICAL CENTRE,16106,31825,25155,23283,21639
C83004,LIQUORPOND SURGERY,11616,31212,24817,23208,21357
C83005,SPILSBY SURGERY,7458,30577,25509,24424,22861
C83006,KIDGATE SURGERY,3822,31473,24888,24134,22031
C83007,THE NEW SHEEPMARKET SURG.,13961,39058,29974,28123,26808
C83008,SWINGBRIDGE SURGERY,6199,33121,27145,24610,21841
C83009,LINDUM MEDICAL PRACTICE,8394,31610,24885,24802,21381
C83010,PARKSIDE MEDICAL CENTRE,13740,30865,24476,22995,21003
C83011,MILLVIEW MEDICAL CENTRE,9054,35317,27148,25514,24631
C83013,RUSKINGTON SURGERY,7825,37362,28160,26684,25737
C83014,BOULTHAM PARK MEDICAL PRACTICE,9402,32036,25837,24829,21068
C83015,SWINESHEAD SURGERY,8401,32717,26344,23619,23005
C83016,SPRINGCLIFFE SURGERY,2469,31980,25225,24590,20725
C83017,ST.MARY'S MEDICAL CENTRE,13372,38983,29855,28175,26752
C83018,CLEVELAND SURGERY,9815,29069,23245,22724,20638
C83019,BEACON MEDICAL PRACTICE,22755,24183,20828,21037,19028
C83020,ANCASTER SURGERY,8703,41049,31305,28733,27342
C83021,WAINFLEET SURGERY,2167,28802,25105,23227,21628
C83022,MUNRO MEDICAL CENTRE,19763,32023,25292,23386,21770
C83023,SLEAFORD MEDICAL GROUP,18445,36013,27200,25965,24506
C83024,THE GLENSIDE COUNTRY PRACTICE,3709,39723,30700,28242,27370
C83025,RICHMOND MEDICAL CENTRE,8828,35152,28194,25807,24661
C83026,THE DEEPINGS PRACTICE,23092,41988,32568,29602,27987
C83027,THE OLD VICARAGE,8972,30611,23722,23366,21826
C83028,HOLBEACH MEDICAL CENTRE,7851,30263,24497,22879,22020
C83029,BRANSTON & HEIGHINGTON FAMILY PRACTICE,5924,36792,28933,26771,26002
C83030,BILLINGHAY MEDICAL PRACTICE,4690,32131,26718,24256,23415
C83031,NETTLEHAM MEDICAL PRACTICE,11329,38200,30467,27684,26617
C83032,MERTON LODGE SURGERY,7485,28511,24270,22923,20946
C83033,HIBALDSTOW MEDICAL PRACTICE,3266,36079,28786,26040,24399
C83035,HEREWARD MEDICAL CENTRE,12121,38188,29432,26831,25239
C83036,GOSBERTON MEDICAL CENTRE,6322,33553,26800,23802,23055
C83037,WELTON FAMILY HEALTH CENTRE,9356,41479,31410,29201,27670
C83038,THE GLEBE PRACTICE,8127,38570,29790,27292,25961
C83039,MOULTON MEDICAL CENTRE,5573,32981,26487,23549,22830
C83040,ST. PETERS HILL SURGERY,15961,33814,27274,25238,22854
C83041,THE WOODLAND MEDICAL PRACTICE,7530,33952,26882,25411,22758
C83042,MARSH MEDICAL PRACTICE,5929,30363,24850,23611,22003
C83043,MARKET RASEN SURGERY,10008,34215,26219,25442,23078
C83044,CASKGATE STREET SURGERY,10475,28481,22771,22414,20200
C83045,HAWTHORN MEDICAL PRACTICE,13412,25806,22204,21650,19468
C83046,THE HEATH SURGERY,6214,35946,27854,26515,24532
C83047,WESTSIDE SURGERY,10147,30329,24074,22537,20500
C83048,ST. JOHNS MEDICAL CENTRE,14750,33976,27279,25347,22879
C83049,OLD LEAKE MEDICAL CENTRE,6770,30397,26035,23561,22840
C83051,ABBEY MEDICAL PRACTICE,5249,31633,24582,24461,20245
C83052,THE INGHAM SURGERY,3412,36923,28424,26373,25141
C83053,COLSTERWORTH SURGERY,2447,37422,28529,26879,25774
C83054,BOURNE GALLETLY PRACTICE TEAM,10824,38074,29364,26772,25196
C83055,STICKNEY SURGERY,4947,33688,27032,25059,23966
C83056,NEWMARKET MEDICAL PRACTICE,10589,31607,25006,24198,22106
C83057,KIRTON MEDICAL CENTRE,5497,30556,25338,22832,21398
C83058,WASHINGBOROUGH SURGERY,6859,38519,29869,27718,27115
C83059,GREYFRIARS SURGERY,11551,30669,24383,22868,20880
C83060,STUART HOUSE SURGERY,8346,30953,24634,22997,21133
C83061,NORTH THORESBY SURGERY,9559,35014,29013,26120,24542
C83062,CHURCH WALK SURGERY,3834,35838,28283,25850,25239
C83063,LONG SUTTON MEDICAL CTR.,15504,29183,23952,22094,21198
C83064,MARISCO MEDICAL PRACTICE,13769,22182,19252,20414,19551
