PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Total annual income (£),Practice_code_weighted_tot_of_Net annual income (£),Practice_code_weighted_tot_of_Net annual income before housing costs (£),Practice_code_weighted_tot_of_Net annual income after housing costs (£)
E83652,ROWBURY CA-THE SURGERY,2245,59236,44795,41452,36681
E83653,THE PHOENIX PRACTICE,6923,52602,42666,37654,32147
E83654,CRICKLEWOOD BROADWAY SURGERY,2470,51571,42663,37983,30241
E83656,DR LF MILLER,1931,54440,43326,38285,32830
E83657,THE HILLVIEW SURGERY,1821,53570,42987,38033,32505
E83658,MAKANJI HH-WOODCROFT MEDICAL CENTRE,2480,47914,39835,33844,26864
E83659,MOODALEY D-WOODCROFT MEDICAL CENTRE,1327,47050,39466,33547,26402
E83664,HAMID CARETAKING,1698,55944,45880,38340,33575
E83668,DR N. SIRISENA,4015,52523,42749,35839,30029
E84002,FORTY WILLOWS SURGERY,6616,48662,40911,34030,27444
E84003,PREMIER MEDICAL CENTRE,5271,50496,41978,34035,28007
E84004,THE CIRCLE PRACTICE,8107,55890,45013,36556,30629
E84005,KINGS ROAD SURGERY,7006,58753,46217,38253,33806
E84006,THE LAW MEDICAL GROUP PRACTICE,14608,50596,42086,35063,27608
E84007,UXENDON CRESCENT SURGERY,5368,53763,44063,37165,30669
E84008,SIMPSON HOUSE MEDICAL CENTRE,11179,54027,43512,35123,29458
E84009,ENDERLEY ROAD MEDICAL CENTRE,13299,52996,43348,35849,30851
E84011,ST ANDREWS MEDICAL CENTRE,3715,48230,41571,34789,27273
E84012,THE WINDMILL MEDICAL PRACTICE,7144,52672,43693,40485,31722
E84013,CHURCH END MEDICAL CENTRE,7907,41196,35826,29684,21909
E84014,BACON LANE SURGERY,9219,52118,43498,35477,29204
E84015,WILLOW TREE FAMILY DOCTORS,11661,49476,41844,34803,28444
E84017,SUDBURY & ALPERTON MEDICAL CENTRE,8125,53629,44279,35736,29136
E84018,STREATFIELD HEALTH CENTRE,7353,57857,47222,37030,31504
E84020,THE STAG - HOLLYROOD PRACTICE,2698,50323,43227,35176,28305
E84021,THE WILLESDEN MEDICAL CENTRE,11081,47056,40608,33966,26391
E84022,ROXBOURNE MEDICAL CENTRE,6805,55053,44569,36229,30673
E84023,PARK HOUSE MEDICAL CENTRE,5323,51363,42249,37874,29512
E84024,THE PINN MEDICAL CENTRE,19628,66401,51021,44175,40246
E84025,THE LONSDALE MEDICAL CENTRE,14203,51604,43211,39015,30254
E84026,BUCKINGHAM RD SURGERY,5513,44859,37073,31658,23929
E84028,THE STONEBRIDGE PRACTICE,4648,42402,35954,30381,22310
E84029,HARNESS HARLESDEN PRACTICE,2457,42147,35704,30220,22129
E84030,AKSYR MEDICAL PRACTICE,5959,47080,39412,33332,26027
E84031,BRENTFIELD MEDICAL CENTRE,9003,41445,35109,28956,21035
E84032,ELLIS PRACTICE,8351,49306,41388,34270,27712
E84033,CHALKHILL FAMILY PRACTICE,4653,48878,41097,34208,27623
E84036,GLADSTONE MEDICAL CENTRE,9055,46584,39686,32292,25279
E84039,HONEYPOT MEDICAL CENTRE,8343,53940,46736,36170,30146
E84040,THE PINNER ROAD SURGERY,4374,59048,48067,39827,34567
E84042,KILBURN PARK MEDICAL CENTRE,7591,46616,38709,34866,26046
E84044,THE NORTHWICK SURGERY,9872,55812,48099,41617,34951
E84048,THE FRYENT WAY SURGERY,9145,50910,42720,35335,29110
E84049,BRAMPTON HEALTH CENTRE,1909,51308,42980,35575,29136
E84051,STANLEY CORNER MEDICAL CENTRE,5929,50153,41519,33310,26985
E84053,HATCH END MEDICAL CENTRE,4370,59158,45825,40265,36898
E84056,THE CLARENCE MEDICAL CENTRE,1767,51669,43543,39822,30539
E84057,THE STANMORE MEDICAL CENTRE,13332,57227,45841,38582,32477
E84058,GP DIRECT,16894,56931,46594,38195,32667
E84059,THE ALLENDALE ROAD SURGERY,4040,53636,47068,36319,29640
E84061,ELLIOTT HALL MEDICAL CTR.,11224,59596,46441,40302,37478
E84062,THE SHAFTESBURY MEDICAL CENTRE,4435,56153,46344,37951,31951
E84063,LANCELOT MEDICAL CENTRE,6004,49686,41623,33739,27733
E84064,CHARLTON ROAD MEDICAL CENTRE,3276,53522,46178,35616,29762
E84066,HAZELDENE MEDICAL CENTRE,3044,50284,43126,34578,27781
E84067,CHURCH LANE SURGERY,8120,50575,42751,34643,28507
E84068,THE RIDGEWAY SURGERY,14378,62404,49592,40943,36403
E84069,BELMONT HEALTH CENTRE,11131,55822,45277,36782,31123
E84070,PINNER VIEW MEDICAL CENTRE,3936,59887,49013,40050,35252
E84074,FREUCHEN MEDICAL CENTRE,6036,45010,36888,31748,23874
E84075,HARNESS HARROW PRACTICE,5750,52421,46512,35443,28661
E84076,OXGATE GARDENS SURGERY,6411,45956,39081,31528,25070
E84077,THE SHELDON PRACTICE,2418,49916,41912,36433,28772
E84078,STAG LANE MEDICAL CENTRE,3421,50365,42986,35441,28607
E84080,STAVERTON SURGERY,7678,51577,44004,37175,29685
E84083,LANFRANC MEDICAL CENTRE,6302,56016,46893,38123,31409
E84084,THE BEECHCROFT MEDICAL CENTRE,4434,52175,42879,35150,28840
E84086,WALM LANE SURGERY,7540,50988,44026,37972,29949
E84601,KENTON BRIDGE MEDICAL CENTRE DR GOLDEN,6723,57727,47532,38900,33056
E84617,THE CIVIC MEDICAL CENTRE,4246,54266,46111,38334,32468
E84620,PRESTON ROAD SURGERY,5720,53425,43857,35587,29531
E84624,PARK ROAD SURGERY,2118,42877,36470,30631,22845
E84626,THE SUNFLOWER MEDICAL CENTRE,2633,49925,41550,33880,27862
E84635,THE SURGERY,4449,50625,43576,34481,27989
E84637,HILLTOP MEDICAL PRACTICE,2763,42181,35654,30311,22165
E84638,ALPERTON MEDICAL CENTRE,5779,50073,41617,33387,27006
E84645,ACTON LANE SURGERY,3527,45287,37595,32011,24207
E84646,THE STREATFIELD MEDICAL CENTRE,6232,54531,46728,36203,30355
E84647,KENTON CLINIC,2875,53696,44829,36143,30345
E84653,ZAIN MEDICAL CENTRE,2229,52676,45946,35577,29090
E84656,ROUNDWOOD PARK MEDICAL CENTRE,3517,45589,39102,32617,25101
E84657,THE STANMORE SURGERY,2253,55076,42184,38689,32670
E84658,ASPRI MEDICAL CENTRE,5311,53861,43712,36618,31652
E84661,PRIMARY CARE MEDICAL CENTRE,3156,54457,45184,36565,30798
E84663,KENTON BRIDGE MEDICAL CENTRE DR LEVY,5977,58153,47664,38956,33142
E84665,NEASDEN MEDICAL CENTRE,7635,45589,38584,31848,24536
E84667,BLESSING MEDICAL CENTRE,2285,47735,39624,35026,26150
E84669,THE EAGLE EYE,2432,50130,41609,33469,27334
E84670,WASU MEDICAL CENTRE,3525,58087,46262,36945,32193
E84674,CHICHELE ROAD SURGERY,6328,50024,41933,36709,28935
E84676,HEADSTONE LANE MEDICAL CENTRE,3782,58101,47177,38662,34138
E84678,PRESTON MEDICAL CENTRE,3571,52783,43181,35464,29277
E84680,HEADSTONE ROAD SURGERY,4033,56272,47992,40324,34663
E84681,SAVITA MEDICAL CENTRE,2756,54191,45299,37449,31792
E84684,THE TUDOR HOUSE MEDICAL CENTRE,2838,47803,40460,33215,26748
E84685,INTERGRATED HEALTH CIC,8157,53273,43697,35519,29393
E84690,CREST MEDICAL CENTRE,4262,45156,39362,31213,24159
E84693,ST. PETER'S MEDICAL CENTRE,7546,58312,47821,40203,34446
E84696,PEEL PRECINCT SURGERY,1689,45331,37828,33316,24836
E84699,KINGS EDGE MEDICAL CENTRE,4455,50665,43232,35415,28627
E84701,PEARL MEDICAL PRACTICE,3872,50278,41902,33965,27955
E84702,WILLESDEN GREEN SURGERY,2852,50519,42070,36753,28665
E84704,ST.GEORGES MEDICAL CENTRE,2285,46838,39903,32467,25503
E84705,CHAMBERLAYNE RD SURGERY,2490,52167,42739,37291,29429
E84706,FRYENT MEDICAL CENTRE,2212,49670,42086,34359,28379
E84708,THE VILLAGE MEDICAL CENTRE,2176,45881,39778,31762,24631
E84709,WEMBLEY PARK DRIVE MEDICAL CENTRE,10160,51486,42975,35024,28536
E84713,THE ENTERPRISE PRACTICE,3703,55458,44782,36606,30820
E85001,THORNBURY ROAD CENTRE FOR HEALTH,6952,60111,49899,40388,34392
E85003,NORTH END MEDICAL CENTRE,17851,54786,45768,42923,32395
E85004,ALBANY PRACTICE,6581,52099,43541,39238,30762
E85005,"THE SURGERY, DR DASGUPTA & PARTNERS",3524,48453,40782,34562,26117
E85006,WATERSIDE MEDICAL CENTRE,4526,45936,40746,30844,25032
E85007,ST.MARGARETS PRACTICE,9472,64934,52155,43244,35986
E85008,"THE SURGERY, 82 LILLIE ROAD",7627,55061,45814,42862,31993
E85012,KS MEDICAL CENTRE,4689,47016,41704,32256,26410
E85013,HANWELL HEALTH CENTRE (STEWART),3376,54093,46575,37956,32148
E85014,NORTHFIELDS SURGERY,9173,65340,55375,45021,39111
E85015,HOUNSLOW MEDICAL CENTRE,3901,51392,43101,35002,28575
E85016,RICHFORD GATE MEDICAL CENTRE,10424,53598,45519,40666,30759
E85018,DR SOOD'S PRACTICE,2081,49630,42399,34248,27349
E85019,CROWN STREET SURGERY,9131,51329,44138,38663,30532
E85020,BROOK GREEN MEDICAL CENTRE,12632,55137,45179,42202,32330
E85021,YEADING MEDICAL CENTRE,7117,45044,38669,31926,24728
E85023,CHEPSTOW GARDENS MEDICAL CENTRE,2150,47507,42165,32459,26842
E85024,CARLTON SURGERY,5314,50418,40550,34585,28768
E85025,CASSIDY ROAD MEDICAL CENTRE,4985,60077,49214,45884,34426
E85026,GORDON HOUSE SURGERY,12079,62015,51862,44495,37173
E85028,HILLCREST SURGERY,7739,56509,46512,42181,35397
E85029,"THE MEDICAL CENTRE, DR JEFFERIES & PARTN",14375,58456,48411,44095,33785
E85030,CHISWICK HEALTH PRACTICE,6968,64141,51903,46525,38347
E85032,ASHCHURCH SURGERY,5407,51841,43896,40074,31242
E85033,HAMMERSMITH SURGERY,9378,53780,43354,40951,31602
E85034,GROSVENOR HOUSE SURGERY,5906,55116,47200,38356,32011
E85035,MOUNT MEDICAL CENTRE,4421,47848,39950,33805,27526
E85038,"THE SURGERY, DR MANGWANA & PARTNERS",4843,63676,51782,47577,36902
E85040,WEST4 GPS,9874,63182,51213,46009,37966
E85041,HANWELL HEALTH CENTRE (NAISH),6058,54020,46538,37899,32055
E85042,THE NEW SURGERY,5363,51139,43629,37974,28360
E85044,THE 303 BATH ROAD SURGERY,2113,50434,42407,34470,27977
E85045,TWICKENHAM PARK MEDICAL CENTRE,3689,53468,41847,37228,31309
E85046,EASTMEAD AVENUE SURGERY,6218,46952,40449,32937,26504
E85048,"DR CANISIUS & DR HASAN, PARKVIEW CFH&W",3819,45907,38885,32595,23775
E85049,BELMONT MEDICAL CLINIC,5742,45812,40939,30507,24806
E85050,GREENFORD ROAD MED.CTR.,7895,51479,47222,35191,28505
E85051,GREENFORD AVENUE FHP,4657,48899,41447,34527,28530
E85052,CRANFORD MEDICAL CENTRE,4846,48207,40805,33190,26190
E85053,THE MEDICAL CENTRE,4121,48905,40468,33654,26790
E85054,HILLVIEW SURGERY,10060,53209,47123,36210,29222
E85055,THE BUSH DOCTORS,12083,52314,44609,39934,29742
E85056,ST DAVIDS PRACTICE,7463,52531,42449,35503,29844
E85057,QUEENS WALK PRACTICE,9791,66054,51198,46565,39490
E85058,BLUE WING FAMILY DOCTOR UNIT,7856,53246,44254,35964,29852
E85059,CHESTNUT PRACTICE,8476,52130,43479,35424,29231
E85060,KINGFISHER PRACTICE,5959,57392,46513,38445,32867
E85061,WELCOME PRACTICE,3088,46338,40937,31030,25660
E85062,FIRSTCARE PRACTICE,9726,55497,46107,37957,31961
E85064,WEST END SURGERY,4261,44240,38265,31700,24392
E85066,THE BEDFORD PARK SURGERY,3690,66576,55697,47478,38488
E85069,OLDFIELD FAMILY PRACTICE,4045,48849,43565,33737,27137
E85071,CLIFFORD HOUSE MEDICAL CENTRE,1837,50711,40864,34742,28968
E85074,BROOK GREEN SURGERY,4188,56312,46102,43172,33266
E85075,SOUTHFIELD MEDICAL CENTRE (WEBER),4001,58244,49335,42240,33798
E85077,SHEPHERDS BUSH MEDICAL CENTRE,3226,50542,43158,37183,27929
E85083,DR SIVANESAN & PARTNER,4552,46394,41219,31667,25496
E85088,ELMBANK SURGERY,3073,48731,41551,34357,28079
E85090,HAMMOND ROAD SURGERY,5323,46634,40649,31698,25634
E85091,BRUNSWICK ROAD MED.CTR.,1644,55976,48137,41623,33368
E85096,MEDICAL CENTRE,8446,51741,44212,35727,29784
E85098,ISLIP MANOR MEDICAL CENTRE,3528,47488,39579,33253,26020
E85099,THE AVENUE SURGERY,2928,60585,49922,43764,36769
E85103,LADY MARGARET ROAD MEDICAL CENTRE,3183,47011,41896,32293,26619
E85105,ALLENBY CLINIC,2176,48003,41282,33328,26890
E85107,THE MILL HILL SURGERY,7347,50228,43323,37591,29370
E85108,MANDEVILLE MEDICAL CENTRE,5353,48735,41347,34048,26864
E85109,THE ACTON HEALTH CENTRE,3324,50071,43433,37390,29098
E85110,"THE SURGERY, DR DAS & PARTNERS",2972,58342,44532,43138,31681
E85111,PERIVALE MEDICAL CLINIC,3245,53437,48548,36872,29543
E85112,ELMTREES SURGERY,5007,53313,47377,36445,29822
E85113,REDWOOD PRACTICE,6207,57408,46492,38500,32905
E85114,CROSSLANDS SURGERY,7305,48826,42240,33308,27428
E85115,PENTELOW PRACTICE,2731,50497,40796,34358,28163
E85116,THE CUCKOO LANE PRACTICE,4568,54606,46100,37580,32213
E85117,COLE PARK SURGERY,3302,56763,44934,38774,31840
E85118,THE FULHAM MEDICAL CENTRE,6925,59637,47031,45098,33871
E85119,THE MWH PRACTICE,6479,47981,41712,33004,26633
E85120,THE ARGYLE SURGERY,8266,59039,49419,42071,35848
E85121,GURU NANAK MEDICAL CENTRE,11303,46984,40937,31982,25409
E85122,THE FLORENCE ROAD SURGERY,15527,60930,51158,45607,37046
E85123,THE CORFTON ROAD SURGERY,5991,61385,51183,46551,37189
E85124,LILLIE ROAD HEALTH CENTRE,2895,53791,44974,41531,30975
E85125,STERNDALE SURGERY,4821,56330,45829,43410,33197
E85126,GREEN PRACTICE,7833,52944,43882,35531,29521
E85127,THE BARNABAS MEDICAL CTRE,9234,51363,45772,35599,29157
E85128,SANDS END HEALTH CLINIC,7984,58314,44096,43131,31448
E85129,THE MANSELL ROAD PRACTICE,5594,49455,42596,33930,27515
E85130,SOUTHFIELD MEDICAL CENTRE (BHATT),3919,60185,50822,43686,35071
E85600,WILLOW PRACTICE,4674,57410,46687,38521,32909
E85605,BRENTFORD GROUP PRACTICE,7141,52470,43792,39385,31008
E85617,ACTON TOWN MEDICAL CENTRE,2881,55013,45463,41072,33518
E85623,SOMERSET MEDICAL CENTRE,2250,48149,42375,32801,26967
E85624,"DR UPPAL & PARTN, PARKVIEW CTR FOR H&W",6624,45787,40165,31634,24514
E85625,CHISWICK FAMILY DRS PRACTICE,3435,62859,50989,45736,37579
E85628,ELTHORNE PARK SURGERY,8518,58818,50021,41213,35209
E85630,WESTERN AVENUE SURGERY,3404,50319,43282,36430,28298
E85633,THE SOUTHALL MEDICAL CTR.,7229,46671,41434,31645,25881
E85635,THE VALE SURGERY,4808,53774,46146,39649,31586
E85636,PARK MEDICAL CENTRE,8831,55290,46036,42191,33670
E85640,THE CHURCHFIELD ROAD SURGERY,3040,50506,44270,38273,29712
E85643,MEADOW VIEW,5382,51294,43506,34985,28610
E85649,FULHAM CROSS MEDICAL CENTRE,2303,55971,46748,42879,32929
E85656,SUNRISE MEDICAL CENTRE,3624,45554,40752,31201,24981
E85657,EALING PARK HEALTH CENTRE,9495,59832,51035,43306,34871
E85658,HOLLY ROAD MEDICAL CENTRE,4260,60334,49197,43998,36081
E85659,"DR RK KUKAR, PARKVIEW CTR FOR H&W",1779,46109,39131,32700,23850
E85663,THE SALUJA CLINIC,9285,46222,41144,31737,25645
E85672,SALISBURY SURGERY,1477,57745,47453,43768,32936
E85673,THE OLD OAK SURGERY,3208,50030,42645,36491,27456
E85677,THE HORN LANE SURGERY,4279,52734,44822,38088,30354
E85680,CLOISTER ROAD SURGERY,8330,53279,45069,38082,30139
E85681,JERSEY PRACTICE,7933,49612,42526,33931,27307
E85682,DORMERS WELLS MEDICAL CENTRE,7082,47658,41932,32882,26707
E85683,GLEBE STREET SURGERY,4413,64666,51996,46442,39051
E85685,THE LILYVILLE SURGERY,8066,63175,52139,47342,36074
E85686,ISLEWORTH CENTRE FOR HEALTH,4420,60265,50015,40148,33581
E85687,ACTON LANE MEDICAL CENTRE,1117,57626,49075,42310,32717
E85692,WELLESLEY ROAD PRACTICE,7252,61272,48892,45715,37280
E85693,GROVE PARK SURGERY,7368,60980,48608,44892,37321
E85694,THE BOILEAU ROAD SURGERY,3454,60807,51335,46926,36816
E85696,CLIFFORD ROAD SURGERY,9210,48999,41839,33569,27115
E85697,GREENBROOK BEDFONT,5194,50262,40637,34467,27874
E85699,GROVE VILLAGE MEDICAL CENTRE,5136,50168,40425,34593,27690
E85700,MANOR HOUSE PRACTICE,2135,51932,41704,35249,29354
E85705,THE BURLINGTON GARDENS SURGERY,1169,50593,44069,37832,29439
E85707,SKYWAYS MEDICAL CENTRE,4500,50295,42328,34693,27773
E85708,GILL MEDICAL PRACTICE,4498,50206,40516,34379,28691
E85712,GOODCARE PRACTICE,5668,45291,38900,32250,25290
E85713,HOUNSLOW FAMILY PRACTICE,3757,54860,45369,37225,31248
E85714,THE PITSHANGER LANE SURGERY,2971,64138,50471,45177,38210
E85715,BROADMEAD SURGERY,4014,44031,37908,31747,24372
E85716,BATH ROAD SURGERY,8789,51433,42879,34972,28677
E85718,HATTON MEDICAL PRACTICE,4750,50339,40685,34406,27898
E85719,ASHVILLE SURGERY,10346,62131,50009,46834,35347
E85721,THE TOWN SURGERY,2465,47074,41343,32165,25976
E85723,NORTHOLT FAMILY PRACTICE,4230,45376,39008,32312,25441
E85724,HIBERNIA HOUSE SURGERY,2658,53785,44816,36272,30336
E85725,THE GROVE MEDICAL PRACTICE,6457,50282,43040,34526,27978
E85726,MATTOCK LANE HEALTH CENTRE,2738,58310,49319,42040,34741
E85727,GREENBROOK CHINCHILLA,3159,47762,40940,33375,26469
E85728,RIBCHESTER MEDICAL CENTRE,1806,52347,46967,36215,29097
E85731,THE FAMILY HEALTH PRACTICE,3031,53998,46561,37922,32145
E85732,GREENBROOK MANOR,2244,51673,43107,39157,30651
E85733,THE NORTHCOTE MEDICAL CENTRE,1724,46967,41502,32261,26158
E85734,QUEENS PARK MEDICAL PRACTICE,5390,51958,42031,35257,29530
E85735,BRENTFORD FAMILY PRACTICE,2779,52678,43915,39364,31095
E85736,LITTLE PARK SURGERY,6069,48829,40312,34166,28353
E85739,GREENBROOK HESTON,5486,50003,42552,34421,27554
E85740,THE LYNWOOD SURGERY,2086,55348,47455,41009,32924
E85743,ST.GEORGES MEDICAL CTR.,3067,48122,42114,33089,27160
E85744,GREENBROOK ISLEWORTH,6014,56432,45915,38800,31149
E85745,JUBILEE GARDENS MEDICAL CENTRE,7539,47770,42137,32634,26758
E85746,GROVE PARK TERRACE SURGERY,3293,59982,47785,44827,36958
E85748,"THE MEDICAL CENTRE, DR KUKAR",6573,51324,43602,37695,29055
E85750,SPRING GROVE MEDICAL PRACTICE,7922,57998,47920,39198,33232
E85755,NORTH HYDE MEDICAL PRACTICE,1469,47289,41376,32343,25891
E86001,MOUNTWOOD SURGERY,11047,64182,47943,42856,38136
E86003,KINGSWAY SURGERY,3910,46366,38711,32703,25353
E86004,WEST DRAYTON MEDICAL CENTRE,9789,51175,42024,35237,28440
E86005,THE OAKLAND MEDICAL CENTRE,6604,57799,45223,38044,33683
E86006,THE DEVONSHIRE LODGE PRACTICE,7543,62303,48323,42251,38706
E86007,HAREFIELD PRACTICE,9471,54791,42433,36930,32809
E86009,BELMONT MEDICAL CENTRE,7064,51394,39489,37713,32049
E86010,YIEWSLEY FAMILY PRACTICE,10697,50090,41583,35159,28449
E86011,OXFORD DRIVE MEDICAL CENTRE,5980,59440,47748,40390,36409
E86012,WOOD LANE MEDICAL CENTRE,11643,59748,46760,41356,37851
E86014,CEDARS MEDICAL CENTRE,4658,59273,47611,40847,36784
E86015,UXBRIDGE HEALTH CENTRE,15895,50755,39083,37427,31543
E86016,THE PINE MEDICAL CENTRE,5661,50909,41773,33799,27919
E86017,HAYES MEDICAL CENTRE,9621,50495,43123,33806,26992
E86018,TOWNFIELD DOCTORS SURGERY,9164,47864,40186,32811,25964
E86019,THE WARREN PRACTICE,7115,49590,41211,33308,26804
E86020,DR K ANANTHA-REDDY'S PRACTICE,4800,48296,40924,32824,25755
E86022,THE ABBOTSBURY PRACTICE,6718,63540,48980,42728,39109
E86024,KING EDWARDS MEDICAL CENTRE,5563,63492,48827,42341,40034
E86026,PARKVIEW SURGERY,5990,48229,39669,33643,26990
E86027,OTTERFIELD MEDICAL CENTRE,6812,49627,41321,35170,28475
E86028,EASTBURY SURGERY,7482,65330,48441,43082,38117
E86029,CEDAR BROOK PRACTICE,10067,49800,40763,33795,27925
E86030,BRUNEL MEDICAL CENTRE,11461,48149,36521,36657,29971
E86033,ST MARTINS MEDICAL CENTRE,5690,60354,46822,41557,38189
E86034,CHURCH ROAD SURGERY,2111,51026,41502,36620,30838
E86036,HILLINGDON HEALTH CENTRE,7327,59510,46485,38983,35055
E86038,GLENDALE HOUSE SURGERY,6292,52430,42857,34924,27990
E86041,ACRE SURGERY,4443,59391,46046,41783,37463
E86042,YIEWSLEY HEALTH CENTRE,6604,50518,41572,35320,28675
E86605,LADYGATE LANE MEDICAL PRACTICE,2119,56659,43095,40369,36439
E86609,NORTH HYDE ROAD SURGERY,3242,50475,43422,33875,27229
E86610,WILLOW TREE SURGERY,3504,50355,43251,33970,26744
E86612,SHAKESPEARE SURGERY,4573,50992,42361,33287,26961
E86615,ACREFIELD SURGERY,2246,56182,45404,36885,32361
E86618,CAREPOINT PRACTICE,5152,58323,45565,41363,37053
E86619,WALLASEY MEDICAL CENTRE,2357,65456,50165,42636,40565
E86620,WEST LONDON MEDICAL CENTRE,4315,51033,41050,35073,29200
E86622,DR PR KANTHAN'S PRACTICE,2974,50740,42914,34091,27266
E86625,KINCORA DOCTORS SURGERY,3240,48304,40584,32849,26063
E86626,QUEENS WALK MEDICAL CENTRE,6457,58304,47510,39302,35487
E86629,DR MLR SIDDIQUI'S PRACTICE,3403,57351,46396,37867,33807
E86632,ACORN MEDICAL CENTRE,6048,56053,43921,37022,32324
E86635,THE EVERGREEN PRACTICE,2593,59428,46107,41925,37640
E86637,HEATHROW MEDICAL CENTRE,3604,51288,42598,34607,27911
E86640,SOUTHCOTE CLINIC,3153,58018,44934,40796,37064
E87002,VICTORIA MEDICAL CENTRE,13428,56810,45571,45911,34862
E87003,NORTH KENSINGTON MEDICAL CENTRE,4761,45960,38386,35559,26689
E87004,THE REDCLIFFE SURGERY,10190,56907,43157,44135,34183
E87005,BELGRAVIA SURGERY,6681,56126,41874,46671,35766
E87006,LITTLE VENICE MEDICAL CENTRE,4738,53329,41769,39798,28866
E87007,WESTBOURNE GROVE MEDICAL CENTRE,7636,54089,43891,43278,33028
E87008,PADDINGTON GREEN HEALTH CENTRE,9126,47326,39607,35123,25532
E87009,THE GARWAY MEDICAL PRACTICE,4322,58115,46810,46095,35427
E87010,MAIDA VALE MEDICAL CENTRE,6772,58568,45287,43416,31659
E87011,LISSON GROVE HEALTH CENTRE,7630,46496,39441,34349,25140
E87013,STANHOPE MEWS SURGERY,9604,63714,49812,50273,37921
E87016,HOLLAND PARK SURGERY,9000,60850,42749,46317,36744
E87017,NORTH WEST LONDON MEDICAL CENTRE,2539,57047,43681,42329,31537
E87021,SHIRLAND ROAD MEDICAL CENTRE,3760,47928,39586,34911,25448
E87024,THE GOLBORNE MEDICAL CENTRE,5031,44235,37364,33305,24903
E87026,MEANWHILE GARDEN MEDICAL CENTRE,2883,45971,38609,34549,25710
E87029,PORTLAND ROAD PRACTICE,7586,55199,41803,42613,33248
E87034,PIMLICO HEALTH AT THE MARVEN SURGERY,14011,54994,45874,44601,33001
E87037,CONNAUGHT SQUARE PRACTICE,6987,57257,41755,43553,32264
E87038,ELGIN CLINIC,4802,49734,40703,36570,26138
E87043,EMPEROR'S GATE CENTRE FOR HEALTH,6111,64114,48644,51028,40940
E87045,COVENT GARDEN MEDICAL CENTRE,2772,54103,38992,44177,33110
E87046,THE RANDOLPH SURGERY,7436,60644,45565,45063,33066
E87047,EARLS COURT MEDICAL CENTRE,5780,54038,43340,42135,32477
E87048,ROSARY GARDEN SURGERY,3183,63400,50844,48896,36080
E87050,THE PRACTICE BEACON,1772,48680,39724,37888,28917
E87052,CROMPTON MEDICAL CENTRE,2938,49638,40427,36869,26963
E87055,THE SURGERY,2339,55856,44283,43689,33423
E87057,NAGARAJAN QUEENS PARK HEALTH CENTRE,3156,47240,39438,33993,25543
E87061,THE PEMBRIDGE VILLAS SURGERY,10120,58594,44305,45777,36207
E87063,KINGS ROAD MEDICAL CENTRE,9720,54191,41330,41175,31279
E87065,THE NOTTING HILL MEDICAL CENTRE,2924,48478,39743,38362,28704
E87066,FITZROVIA MEDICAL CENTRE,7597,50013,37328,41962,30146
E87067,COLVILLE HEALTH CENTRE,6096,48964,40229,38250,28836
E87069,SOHO CENTRE FOR HEALTH AND CARE,2547,54349,40127,44906,32912
E87070,CRAWFORD STREET SURGERY,4079,62843,47591,47598,37441
E87071,THE SURGERY,2508,60960,46927,49151,36177
E87609,ST JOHNS WOOD MEDICAL PRACTICE,12952,58392,42926,43634,33858
E87630,MILNE HOUSE MEDICAL CENTRE,1459,58735,43820,44142,33674
E87637,FLUXMAN HARROW ROAD HEALTH CENTRE,4592,48393,40020,35397,25832
E87648,MAYFAIR MEDICAL CENTRE,2093,61780,43495,48546,37725
E87649,THE SURGERY,2249,64073,46288,48366,39653
E87663,THIRD FLOOR LANARK ROAD MEDICAL CENTRE,2759,55623,42886,41443,31705
E87665,THE CHELSEA PRACTICE,3670,58120,42356,45675,35681
E87670,WEST TWO HEALTH CENTRE,1450,56342,42137,42766,31773
E87677,IMPERIAL COLLEGE HEALTH CENTRE,15489,57491,42201,46463,36000
E87681,NEWTON MEDICAL CENTRE,8638,55585,45599,44022,33322
E87682,BAYSWATER MEDICAL CENTRE,8364,58824,45715,44242,34805
E87691,WESTMINSTER SCHOOL,243,57344,43937,47949,38422
E87694,THE ROYAL MEWS SURGERY,255,59901,42563,48075,38063
E87699,THE COLVILLE HEALTH CENTRE,3075,49441,40460,38856,29116
E87701,THE ABINGDON HEALTH CENTRE,8248,64271,46097,47993,39743
E87702,THE SURGERY,1419,65176,49201,52000,41696
E87705,DR ROSE'S PRACTICE,3380,56932,42870,45956,32868
E87706,THE FORELAND MEDICAL CENTRE,3903,46012,39118,35172,27351
E87711,ROYAL HOSPITAL CHELSEA,296,59900,43500,44800,35100
E87714,SOHO SQUARE GENERAL PRACTICE,4048,54993,39895,45464,33440
E87715,SCARSDALE MEDICAL CENTRE,6082,66870,46228,50646,41627
E87717,HARLEY STREET MEDICAL CENTRE,824,53124,43313,38812,30587
E87718,THE SURGERY,3134,57255,43258,45974,34579
E87720,KENSINGTON PARK MEDICAL CENTRE,7255,57981,44844,44132,34879
E87722,LANCASTER GATE MEDICAL CENTRE,3497,61476,47525,47033,37247
E87723,NEW ELGIN PRACTICE,5432,50354,41211,36966,26406
E87727,THE SURGERY,1681,45117,38441,34227,26458
E87733,THE EXMOOR SURGERY,3250,44729,37483,33964,25577
E87735,LAI CHUNG FONG QUEENS PARK HEALTH CENTRE,1414,47472,39067,34289,25496
