PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Total annual income (£),Practice_code_weighted_tot_of_Net annual income (£),Practice_code_weighted_tot_of_Net annual income before housing costs (£),Practice_code_weighted_tot_of_Net annual income after housing costs (£)
C81084,AVENUE HOUSE & HASLAND PARTNERSHIP,13687,36071,27417,26281,24489
C81086,THE SURGERY CLIFTON ROAD,7888,43378,31994,30322,28665
C81087,HAVEN MEDICAL CENTRE,11056,33959,27012,25152,22014
C81089,STUBLEY MEDICAL CENTRE,4820,41352,31407,29785,28667
C81090,ILKESTON HEALTH CENTRE,3793,35574,27419,26594,23926
C81091,KILLAMARSH MEDICAL PRACTICE,9117,40399,29600,27401,26001
C81092,EVELYN MEDICAL CENTRE,6032,42721,31472,30476,28783
C81094,CRICH MEDICAL PRACTICE,7182,39906,29891,30826,28595
C81095,DR HR MCMURRAY'S PRACTICE,4500,38004,28405,27159,24828
C81096,DR WS RIDDELL'S PRACTICE,5451,34714,27524,25142,22509
C81097,COLLEGE STREET MEDICAL PRACTICE,7158,37209,29257,28384,25640
C81099,LIMES MEDICAL CENTRE,7970,34690,27304,26421,23363
C81100,THE NEW PARKFIELDS SURGERY,6734,34741,27755,25586,22673
C81101,LIME GROVE MEDICAL CENTRE,8105,40786,30069,29063,28259
C81104,OVERSEAL SURGERY,1767,40933,29650,29043,27786
C81106,LAMBGATES HEALTH CENTRE,6581,39308,29876,27616,24318
C81108,MELBOURNE & CHELLASTON MEDICAL PRACTICE,14652,43006,32968,31402,28978
C81110,WELLBROOK MEDICAL CENTRE,10406,52240,38507,33644,31362
C81113,MICKLEOVER SURGERY,5625,45177,33954,31004,29594
C81114,GRESLEYDALE HEALTHCARE CENTRE,10361,39145,30132,28355,25735
C81115,GLADSTONE HOUSE SURGERY,5197,34929,27152,26278,23579
C81118,DERBY FAMILY MEDICAL CENTRE,6311,32414,25372,22382,19245
C81604,EDEN SURGERY,3717,34972,27242,26629,23900
C81611,DR GI JONES' PRACTICE,2138,40795,30010,29128,28324
C81615,COTTAGE LANE SURGERY,2115,39156,29485,26699,23416
C81616,PEARTREE MEDICAL CENTRE,4210,30046,23524,20946,17818
C81627,GOSFORTH VALLEY MEDICAL PRACTICE,4005,42384,32027,30422,29346
C81629,CLARENCE ROAD SURGERY,3868,31847,24824,21899,18746
C81633,GRASSMOOR SURGERY,1713,32929,26241,24416,22167
C81634,ARDEN HOUSE MEDICAL PRACTICE,3574,40440,30404,28975,26836
C81638,CASTLE STREET MEDICAL CENTRE,2950,34019,27209,25210,22965
C81640,SIMMONDLEY MEDICAL PRACTICE,3604,45912,33443,30948,29312
C81642,PARK VIEW MEDICAL CENTRE,4490,38853,30590,29342,26824
C81647,ST LAWRENCE ROAD SURGERY,4441,34304,27431,25621,23311
C81648,OAKWOOD SURGERY,4018,46155,33937,30591,28034
C81649,CALOW AND BRIMINGTON PRACTICE,6709,34624,27877,25835,23930
C81652,DERWENT MEDICAL CENTRE,3854,34670,28828,27880,24722
C81653,BROOK MEDICAL CENTRE,3955,39245,31148,30120,27289
C81654,HASLAND MEDICAL CENTRE,4114,36647,27296,26473,24815
C81655,FAMILY FRIENDLY SURGERY,3830,34118,27259,25301,23150
C81658,DR V CHAWLA'S PRACTICE,4173,39346,29598,28635,27260
C81660,HADFIELD MEDICAL CENTRE,2998,39589,30125,27973,24745
C81661,BLACKWELL MEDICAL CENTRE,2488,35217,27792,26711,24073
C81662,DR A PALMER'S PRACTICE,6315,37143,28822,27206,25265
C81665,MEADOWFIELDS PRACTICE,10563,37142,29412,27279,24388
C82001,KIBWORTH HEALTH CENTRE,8981,47459,34709,31669,30376
C82002,COUNTESTHORPE HEALTH CENTRE,10036,41550,32214,30930,29512
C82003,GREENGATE MEDICAL CENTRE,10855,40687,31120,28966,27465
C82005,GROBY ROAD MEDICAL CENTRE (ID PATCHETT),8941,32463,26194,24079,20155
C82007,CASTLE DONINGTON SURGERY,9219,43441,32774,31503,28464
C82008,OAKMEADOW SURGERY (RA LEACH),9022,33952,26268,24230,20939
C82009,MARKET HARBOROUGH MED.CTR,24031,44456,34997,31468,29108
C82010,OAKHAM MEDICAL PRACTICE,15976,43269,33274,31275,29706
C82011,PINFOLD MEDICAL PRACTICE,10645,38828,29502,27610,24497
C82012,IBSTOCK HOUSE SURGERY,9922,38216,30528,29506,27609
C82013,BUSHLOE SURGERY,9611,37482,28485,27048,25132
C82014,ASHBY HEALTH CENTRE,14512,43363,33636,31472,29323
C82015,RUSHEY MEAD HEALTH CENTRE,2401,33279,27229,23195,18728
C82016,LONG CLAWSON MEDICAL PRACTICE,6271,43927,32799,31951,29929
C82017,MEASHAM MEDICAL UNIT,12853,41666,31748,30236,28387
C82018,DR SM AROLKER & PARTNERS,15532,32844,26506,23911,19937
C82019,PASLEY ROAD HEALTH CENTRE (G SINGH),4564,32491,25464,24164,20650
C82020,DE MONTFORT SURGERY,16809,29132,24087,24863,19629
C82021,THE CENTRAL SURGERY,8522,43077,33033,28901,25938
C82022,THE BILLESDON SURGERY,6796,44719,34747,33204,30975
C82023,ST MATTHEWS MEDICAL CENTRE (AIA LENNOX),3745,27195,24062,18242,15001
C82024,SPINNEY HILL MEDICAL CENTRE,18801,29747,26713,20621,16748
C82025,THE WYCLIFFE MEDICAL PRACTICE,10429,45500,33773,31821,30714
C82026,BRIDGE STREET MEDICAL PRACTICE,8070,39733,30097,28121,25119
C82027,THE OLD SCHOOL SURGERY,6664,41525,31571,29675,28363
C82028,MARKFIELD MEDICAL CENTRE,6816,40103,30446,30289,28472
C82029,WILLOWBROOK MEDICAL CENTRE (JG ASTLES),10248,36273,28077,25886,22419
C82030,DOWNING DRIVE SURGERY (AJJ BENTLEY),7007,38986,29894,26606,23414
C82031,JOHNSON MEDICAL PRACTICE,10946,34626,27656,23453,20205
C82032,DR NW OSBORNE'S PRACTICE,6937,38936,31419,30345,28733
C82033,HUMBERSTONE MEDICAL CENTRE (IP JONES),9206,33406,27112,23475,20071
C82034,QUORN MEDICAL CENTRE,8513,46558,34355,33413,32106
C82035,PARK VIEW SURGERY,7640,39338,29858,27837,24753
C82036,DR KILPATRICK AND PARTNERS,14730,46325,35141,31857,30170
C82037,EAST PARK MEDICAL CENTRE (RP PANDYA),10261,31775,27381,21711,17602
C82038,LATHAM HOUSE MEDICAL PRACTICE,35631,40160,31358,29444,27795
C82039,KINGSWAY SURGERY,11191,35961,28385,26755,24223
C82040,ORCHARD SURGERY,8476,44256,32838,31337,29292
C82041,DR GP HANLON'S PRACTICE,11981,40693,30740,28721,25611
C82042,COUNTY PRACTICE,11612,40346,30337,29244,27112
C82043,STATION VIEW HEALTH CENTRE,12734,39162,29884,28530,26441
C82044,EMPINGHAM MEDICAL CENTRE,5939,44246,35306,32745,31370
C82045,DR RW LAWRENCE'S PRACTICE,5518,37706,29854,28228,25897
C82046,SAFFRON GROUP PRACTICE,12826,31971,25926,23352,20082
C82047,MAPLES FAMILY MED.PRACT.,10808,39025,29789,28512,26413
C82048,ROSEMEAD DRIVE SURGERY,3606,41880,31974,28291,25513
C82050,DR NR PULMAN'S PRACTICE,10003,37670,29813,28142,25736
C82051,NEWBOLD VERDON MED.PRACT.,10704,43614,31608,31677,30439
C82052,DR AM LEWIS' PRACTICE,3901,38630,30103,28691,26964
C82053,HOCKLEY FARM MED PRACT (A NANA),10445,32452,26231,23108,18613
C82054,THE BURBAGE SURGERY,10106,42431,32036,30197,28265
C82055,THE LIMES MEDICAL CENTRE,14248,40929,31924,30634,28913
C82056,GLENFIELD SURGERY,13770,40848,30628,29893,28376
C82058,SAFFRON SURGERY,5058,32821,26215,24005,20870
C82059,WESTCOTES GP SURGERY (ONE),1265,33002,26239,25153,20791
C82060,THE PRACTICE-SAYEED,3634,30867,26734,20767,17321
C82061,BARWELL & HOLLYCROFT MEDICAL CENTRES,10825,37075,28690,27509,25252
C82062,BARROW HEALTH CENTRE,8679,43917,34190,32187,30425
C82063,EAST LEICESTER MED PRACT(S LONGWORTH),12970,31003,26463,22081,18684
C82064,FOREST HOUSE SURGERY,11484,39171,29192,28083,26244
C82065,THE MAPLES SURGERY (KP NEWLEY),2785,33631,27444,23040,18957
C82066,FOREST HOUSE MEDICAL CTR,13726,42406,32387,30316,27317
C82067,THE CROFT MEDICAL CENTRE,8247,43979,34121,29394,26078
C82068,NORTHFIELD MEDICAL CENTRE,11195,39606,30819,29685,27769
C82070,WOODBROOK MEDICAL CENTRE,9045,38882,29475,27679,24572
C82071,WIGSTON CENTRAL SURGERY,10385,38919,29656,27723,25067
C82072,BROOM LEYS SURGERY,8118,37710,29597,27799,25518
C82073,MERRIDALE MEDICAL CENTRE (RP TEW),14431,33164,26716,24948,20478
C82075,CASTLE MEAD MEDICAL CENTRE,9578,39609,30038,28895,26916
C82076,THE WELBY PRACTICE,4739,42143,32155,31122,28895
C82077,THE UPPINGHAM SURGERY,10627,44251,34501,33381,31735
C82078,THE JUBILEE MEDICAL PRACTICE,11078,39823,29906,28918,26786
C82079,SOUTH WIGSTON HEALTH CTR.,8975,34049,27088,26129,23683
C82080,SHEFA MEDICAL PRACTICE,4118,30480,26003,21160,17467
C82081,QUEENS ROAD MEDICAL CENTRE,2428,41324,32190,29508,25312
C82082,THE CENTRE SURGERY,5743,38156,29328,28169,25975
C82084,DR B MODI,3140,31805,27081,22412,17628
C82086,FOSSE MEDICAL CENTRE (GK SHARMA),8282,31662,26062,24173,19884
C82088,EVINGTON MEDICAL CENTRE (C KUMAR),9799,33459,27700,22934,18472
C82091,BIRSTALL MEDICAL CENTRE,7410,35252,27891,25579,22700
C82092,AYLESTONE HEALTH CENTRE,2845,33979,26588,25635,22664
C82093,THE ORCHARD MED PRACTICE,11123,49484,36448,32094,31040
C82094,BEAUMONT LODGE MEDICAL PRACTICE,6748,34670,26660,23894,19337
C82095,ALPINE HOUSE SURGERY,9190,43869,32987,31041,29384
C82096,HUGGLESCOTE SURGERY,6873,38297,30361,28848,26568
C82097,CHARNWOOD SURGERY,1276,42175,31898,30009,28014
C82098,HAZELMERE MEDICAL CENTRE,7213,38801,30426,29540,27512
C82099,ST PETER'S ROAD SURGERY (KA CHOUDRY),3819,32094,27246,21718,18243
C82100,THE HEDGES MEDICAL CENTRE (SA BAILEY),5458,31813,24686,23768,20013
C82102,DR HEAP & PARTNER,4258,43623,33643,31471,29923
C82103,DISHLEY GRANGE MEDICAL PRACTICE,7033,41609,30864,29640,26597
C82105,AR-RAZI MEDICAL CENTRE,2431,33803,27779,22976,19051
C82106,THE FAMILY PRACTICE,1985,37417,29705,28086,25661
C82107,BRANDON STREET SURGERY,5385,31062,26703,21716,16285
C82108,LONG STREET SURGERY,2813,37431,28599,26803,24614
C82109,THE HUSBANDS BOSWORTH SURGERY,3645,46967,36026,32964,31372
C82111,NN VAGHELA'S PRACTICE,15644,41812,30753,28247,24977
C82112,SEVERN SURGERY,4338,46182,37093,30175,26342
C82114,DR U K ROY,1908,32738,26062,24859,20470
C82116,HIGHFIELDS SURGERY (R WADHWA),3333,30585,26016,20954,17326
C82119,NARBOROUGH HEALTH CENTRE,2438,35766,28248,27165,23435
C82120,DR EA HEPPLEWHITE'S PRACTICE,3397,38286,29873,28498,26690
C82121,HEATH LANE SURGERY,14049,35775,28322,27317,24303
C82122,CLARENDON PARK ROAD HEALTH CENTRE,4625,40337,31576,29145,24990
C82123,BELVOIR VALE SURGERY,3284,44576,32765,31959,29476
C82124,DR P KHUNTI & PARTNERS,18117,36795,29828,27232,22668
C82600,THE BANKS SURGERY,5198,38522,30680,29143,27113
C82610,THE PARKS MEDICAL CENTRE (B HAINSWORTH),5107,31466,25026,22325,18336
C82611,THE MASHARANI PRACTICE,5598,45752,33947,31848,30722
C82614,THE PRACTICE-ASQUITH,3858,40611,30971,28415,24607
C82620,DR S SHAFI,1802,32887,26035,25206,20767
C82623,HEATHERBROOK SURGERY (RP ARCHER),3371,35068,27199,24516,19937
C82624,BEAUMONT LEYS HEALTH CENTRE (CARETAKER),6875,33580,26133,23387,18840
C82626,PASLEY ROAD HEALTH CENTRE (TK KHONG),2167,32570,25234,24430,20811
C82627,DR YB SHAH'S PRACTICE,4624,34020,26774,25005,21842
C82628,GROBY SURGERY,3130,43251,32227,30669,28869
C82631,ENDERBY MEDICAL CENTRE,5746,39828,30684,29743,27766
C82634,RATBY SURGERY,2866,41252,31445,30005,27776
C82639,WESTCOTES HEALTH CENTRE (RL HAZELDINE),5772,33080,26248,25097,20978
C82642,HIGHFIELDS MEDICAL CENTRE (A SINHA),7155,30772,26587,21234,17281
C82643,COMMUNITY HEALTH CENTRE (ZS OSAMA),10379,27977,25251,18963,15781
C82644,DR MK LAKHANI'S PRACTICE,3312,38624,30742,29169,27114
C82649,MARKET OVERTON & SOMERBY SURGERIES,3421,42862,33948,31901,30173
C82650,DESFORD MEDICAL CENTRE,4034,43416,31020,30998,29420
C82651,BROADHURST ST MED PRACT (KS MORJARIA),3694,31494,27123,22123,17001
C82653,WESTCOTES GP SURGERY (TWO),1503,31921,25466,24160,19584
C82655,DR TM HAMMOND & PARTNERS,2258,37737,29858,28237,25881
C82656,FIELD STREET SURGERY,2164,39462,29530,28241,26369
C82657,DR BJ SHAH'S PRACTICE,1420,41732,31030,29777,28127
C82659,MELBOURNE ROAD HEALTH CENTRE (R KAPUR),2857,29267,25966,19930,16622
C82660,ST PETER'S MED CENTRE (MANSINGH & MEHRA),5822,34391,28293,24560,20574
C82662,WALNUT ST MED CTR (LEICESTER MED GROUP),3512,31804,25127,24780,20255
C82663,DR SJ SHEPHERD'S PRACTICE,2667,43270,33510,31380,29417
C82667,THE CHARNWOOD PRACTICE,6840,28718,26242,20660,17404
C82669,THE SURGERY @ AYLESTONE,3471,34279,26652,25804,22881
C82670,INCLUSION HEALTHCARE,975,30929,25071,23761,19262
C82671,DR GANDECHA & PARTNER,4025,30549,26678,21342,16144
C82676,ST ELIZABETH'S MEDICAL CENTRE (JA WOOD),4819,34522,26946,24113,20955
C82678,THURMASTON HEALTH CENTRE,6546,34246,27022,24840,21492
C82680,THE PRACTICE-RUSHEY MEAD,2542,33718,27454,23125,18322
C83001,CITY MEDICAL PRACTICE,9014,30128,26397,25910,21149
C83002,NAVENBY CLIFF VILLAGES SURGERY,8034,39692,31355,29937,28641
C83003,BEECHFIELD MEDICAL CENTRE,16106,34843,27949,26368,23574
C83004,LIQUORPOND SURGERY,11616,32230,26749,24498,21595
C83005,SPILSBY SURGERY,7458,32522,25600,24879,23689
C83006,KIDGATE SURGERY,3822,32893,26763,25372,23287
C83007,THE NEW SHEEPMARKET SURG.,13961,43171,33623,31714,29483
C83008,SWINGBRIDGE SURGERY,6199,33870,28792,25870,22958
C83009,LINDUM MEDICAL PRACTICE,8394,32883,26810,25328,22169
C83010,PARKSIDE MEDICAL CENTRE,13740,31670,26551,24144,21034
C83011,MILLVIEW MEDICAL CENTRE,9054,36612,29252,27670,25557
C83013,RUSKINGTON SURGERY,7825,36795,30662,28105,26013
C83014,BOULTHAM PARK MEDICAL PRACTICE,9402,32711,27373,25528,21702
C83015,SWINESHEAD SURGERY,8401,33277,27238,25797,23832
C83016,SPRINGCLIFFE SURGERY,2469,31861,27178,25887,21710
C83017,ST.MARY'S MEDICAL CENTRE,13372,43208,33634,31798,29518
C83018,CLEVELAND SURGERY,9815,32136,25452,23973,21020
C83019,BEACON MEDICAL PRACTICE,22755,26051,22503,21534,19294
C83020,ANCASTER SURGERY,8703,42447,32765,30624,28748
C83021,WAINFLEET SURGERY,2167,28632,23382,22563,20548
C83022,MUNRO MEDICAL CENTRE,19763,34929,28014,26503,23753
C83023,SLEAFORD MEDICAL GROUP,18445,36121,29877,27582,25291
C83024,THE GLENSIDE COUNTRY PRACTICE,3709,41214,32647,30579,28626
C83025,RICHMOND MEDICAL CENTRE,8828,38363,30003,28219,27299
C83026,THE DEEPINGS PRACTICE,23092,45046,34696,32673,30064
C83027,THE OLD VICARAGE,8972,30860,25389,25609,24284
C83028,HOLBEACH MEDICAL CENTRE,7851,32143,25546,25451,23375
C83029,BRANSTON & HEIGHINGTON FAMILY PRACTICE,5924,38975,30711,29571,27994
C83030,BILLINGHAY MEDICAL PRACTICE,4690,33773,26562,25917,23948
C83031,NETTLEHAM MEDICAL PRACTICE,11329,40708,30128,29011,28624
C83032,MERTON LODGE SURGERY,7485,30714,24220,23717,22477
C83033,HIBALDSTOW MEDICAL PRACTICE,3266,39467,29872,27986,25842
C83035,HEREWARD MEDICAL CENTRE,12121,40834,31118,29387,27639
C83036,GOSBERTON MEDICAL CENTRE,6322,35028,27950,26646,24221
C83037,WELTON FAMILY HEALTH CENTRE,9356,41863,32282,29525,28204
C83038,THE GLEBE PRACTICE,8127,40554,31073,29609,28380
C83039,MOULTON MEDICAL CENTRE,5573,34477,27981,26945,24773
C83040,ST. PETERS HILL SURGERY,15961,35366,28938,26884,24217
C83041,THE WOODLAND MEDICAL PRACTICE,7530,35434,28685,26744,23926
C83042,MARSH MEDICAL PRACTICE,5929,32754,26301,24886,22870
C83043,MARKET RASEN SURGERY,10008,35040,27198,26617,24847
C83044,CASKGATE STREET SURGERY,10475,31467,25044,23588,20503
C83045,HAWTHORN MEDICAL PRACTICE,13412,27083,23103,22063,19521
C83046,THE HEATH SURGERY,6214,36562,30065,28822,26306
C83047,WESTSIDE SURGERY,10147,31395,26398,23756,20628
C83048,ST. JOHNS MEDICAL CENTRE,14750,35089,28911,26930,24193
C83049,OLD LEAKE MEDICAL CENTRE,6770,31868,24783,24420,22871
C83051,ABBEY MEDICAL PRACTICE,5249,30714,25915,24553,20869
C83052,THE INGHAM SURGERY,3412,38379,30166,28592,26691
C83053,COLSTERWORTH SURGERY,2447,38055,30888,29566,27388
C83054,BOURNE GALLETLY PRACTICE TEAM,10824,40469,30899,29242,27455
C83055,STICKNEY SURGERY,4947,33275,25826,25597,24442
C83056,NEWMARKET MEDICAL PRACTICE,10589,32975,26807,25420,23372
C83057,KIRTON MEDICAL CENTRE,5497,33341,26458,25320,22889
C83058,WASHINGBOROUGH SURGERY,6859,39861,31374,30548,29052
C83059,GREYFRIARS SURGERY,11551,31650,26557,24097,21073
C83060,STUART HOUSE SURGERY,8346,32075,26701,24297,21467
C83061,NORTH THORESBY SURGERY,9559,37142,29156,27985,26179
C83062,CHURCH WALK SURGERY,3834,38082,29944,28395,26616
C83063,LONG SUTTON MEDICAL CTR.,15504,32128,25204,25266,23057
C83064,MARISCO MEDICAL PRACTICE,13769,24809,21761,20925,19896
C83065,LITTLEBURY MEDICAL CENTRE,6699,32155,25567,25451,23368
C83067,LONG BENNINGTON SURGERY,5858,42145,31704,30709,29575
C83068,THE LITTLE SURGERY,3903,43558,33932,32025,29587
C83071,NEWARK ROAD SURGERY,7277,35461,28717,26609,24625
C83072,MINSTER MEDICAL PRACTICE,10019,33981,27571,26237,23341
C83073,CLIFF HOUSE MEDICAL PRACTICE,5477,34731,28379,27303,24666
C83074,WILLINGHAM-BY-STOW SURGERY,3755,37230,28334,27839,27254
C83075,VINE STREET SURGERY,6980,36715,29421,27565,25187
C83078,BRANT ROAD SURGERY,7188,36667,29765,27392,25873
C83079,GLEBE PARK SURGERY,3721,34233,27347,26051,23096
C83080,THE HARROWBY LANE SURGERY,5339,37618,29560,27799,25314
C83081,ARBORETUM SURGERY,3266,30148,25608,24205,20400
C83082,BIRCHWOOD MEDICAL PRACTICE,9648,34900,28423,26453,23420
C83083,THE NEW CONINGSBY SURGERY,7842,34320,27765,26923,24931
C83085,JAMES STREET FAMILY PRACTICE,8457,32843,26723,25220,23137
C83605,THE WOLDS PRACTICE,2611,33335,26619,26522,25562
C83611,THE BASSINGHAM SURGERY,5822,41045,31747,29826,28998
C83613,CAISTOR HEALTH CENTRE,5544,37627,29796,28360,27193
C83614,SUTTERTON SURGERY,3727,32710,26521,25249,23028
C83615,BURTON ROAD SURGERY,2219,34296,28031,26773,24010
C83617,ABBEYVIEW SURGERY,7210,36495,30101,27849,25036
C83626,BRAYFORD MEDICAL PRACTICE,5784,33454,27729,26731,23592
C83628,WOOLSTHORPE SURGERY,1268,39519,30919,29656,27332
C83631,PENNYGATE SURGERY,3602,35230,28223,26698,23978
C83633,HAWTHORN SURGERY,4086,39317,29760,28620,26958
C83634,TASBURGH LODGE SURGERY,3593,34326,27912,27099,24953
C83635,WOODHALL SPA NEW SURGERY,6004,34515,27423,26775,25035
C83637,CROSSROADS MEDICAL PRACTICE,7173,38620,30019,28295,27359
C83641,TRENT VALLEY SURGERY,4105,39424,29969,29078,28082
C83643,BINBROOK SURGERY,2425,35142,27579,26982,25128
C83644,POTTERGATE MEDICAL CENTRE,3506,31721,25221,23814,20735
C83649,MARKET CROSS SURGERY,4174,40839,32207,30203,27984
C83650,THE WRAGBY SURGERY,3607,32789,26647,26748,24337
C83652,THE WITHAM PRACTICE,2099,32595,27288,26352,22932
C83653,THE STACKYARD SURGERY,1767,42620,32280,31368,28982
C83655,METHERINGHAM SURGERY,1823,38146,29643,28372,26664
C83656,UNIVERSITY SURGERY,7702,31966,27123,26677,23083
C84001,LARWOOD SURGERY,27616,36895,28554,26246,23630
C84002,CHURCH WALK SURGERY,11478,35486,28061,27251,25050
C84003,WEST END SURGERY,5337,37541,30628,29211,26627
C84004,ST ALBANS MEDICAL CENTRE,7557,30482,26292,24437,19754
C84005,EAST LEAKE MEDICAL GROUP,12870,47127,35396,33181,31533
C84008,TUXFORD MEDICAL CENTRE,4967,40207,29943,28730,27822
C84009,BARNBY GATE SURGERY,13449,35894,28901,27177,25101
C84010,TRENTSIDE MEDICAL GROUP,11711,35371,28206,26957,23472
C84011,ELMSWOOD SURGERY,9091,37026,28071,27638,24219
C84012,WILLOWBROOK MEDICAL PRACTICE,15143,33860,27534,25472,22582
C84013,BRIDGEGATE SURGERY,7319,37629,29128,27515,25082
C84014,WOODLANDS MEDICAL PRACTICE,9426,34845,28195,26271,23637
C84016,OAKWOOD SURGERY,14005,35811,28494,26420,24334
C84017,BELVOIR HEALTH GROUP,23650,43375,32741,31362,30170
C84018,FAMILY MEDICAL CENTRE (SOOD),8320,30049,25075,24006,19844
C84019,FOUNTAIN MEDICAL CENTRE,14067,36008,28986,27191,25168
C84020,CHURCHSIDE MEDICAL PRACTICE,5683,34932,27744,25834,23415
C84021,MIDDLETON LODGE PRACTICE,12334,35471,28529,26249,24894
C84023,CRIPPS HEALTH CENTRE,38125,32771,28538,27265,22198
C84024,NEWGATE MEDICAL GROUP,30092,36197,28815,26322,22943
C84025,EAST BRIDGFORD MED CENTRE,6748,46587,35368,33411,31675
C84026,STENHOUSE MEDICAL CENTRE,12006,37745,29194,28079,25571
C84028,THE RUDDINGTON MED CENTRE,6713,41038,32465,31377,28954
C84029,LOMBARD MEDICAL CENTRE,17916,35545,28604,26903,24721
C84030,THE OAKS MEDICAL CENTRE,8216,36969,30364,29084,26166
C84031,ST PETERS MEDICAL PRACTICE,2648,34840,27689,25759,23310
C84032,CHURCH STREET MEDICAL CTR,8374,35405,28044,27231,25119
C84033,WESTDALE LANE SURGERY,7639,37291,29120,27948,25424
C84034,CHURCHFIELDS MEDICAL PRACTICE,10008,32250,26908,24401,20704
C84035,CROWN HOUSE SURGERY,11937,37793,29206,27572,25179
C84036,FOREST MEDICAL,13485,34613,27710,25860,23321
C84037,BLIDWORTH SURGERY,11705,40622,30676,30122,28163
C84039,DERBY ROAD HEALTH CENTRE,9660,34329,29829,28201,22880
C84042,SAXON CROSS SURGERY,7339,36824,28880,28027,25154
C84043,LEEN VIEW SURGERY,8465,30363,26656,24222,19825
C84044,DEER PARK FAMILY MEDICAL PRACTICE,7944,43358,32200,30883,27803
C84045,COLLINGHAM MEDICAL CENTRE,6852,41371,31420,30199,28997
C84046,CLIFTON MEDICAL PRACTICE,8211,32860,27034,25439,21855
C84047,THE CALVERTON PRACTICE,9324,41570,30406,29791,28255
C84048,KEYWORTH MEDICAL PRACTICE,10792,44164,35335,33439,31481
C84049,SOUTHWELL MEDICAL CENTRE,12063,44661,33729,32409,31471
C84051,ORCHARD MEDICAL PRACTICE,17943,36071,28452,26463,24254
C84052,THE MISTERTON GROUP PRACT,5896,41048,30760,30122,28640
C84053,TORKARD HILL MEDICAL CTRE,14535,36673,28676,27596,25568
C84055,HIGHCROFT SURGERY,12584,37635,29127,27989,25423
C84057,PLEASLEY SURGERY,3067,34800,26744,24524,22751
C84059,CLIPSTONE HEALTH CENTRE,9492,38748,29602,28109,26445
C84060,RIVERGREEN MEDICAL CENTRE,8763,33656,27256,25719,22550
C84061,HARWOOD CLOSE SURGERY,5011,34557,27673,25770,22871
C84063,GREENWOOD & SNEINTON FMC.,6688,31191,25229,23846,19545
C84064,PARKSIDE MEDICAL CENTRE,6828,30614,26704,24269,20025
C84065,ABBEY MEDICAL CENTRE,5099,38195,30491,29257,25861
C84066,DAYBROOK MEDICAL PRACTICE,9302,35936,28270,26837,23809
C84067,ASHFIELD HOUSE (ANNESLEY),5914,36368,28907,27760,25486
C84069,ROUNDWOOD SURGERY,13496,35597,28170,26203,23924
C84072,THE WELLSPRING SURGERY,8744,28204,23767,23482,18902
C84074,FAMILY MEDICAL CENTRE (KIRKBY),3603,35019,28635,26546,23867
C84076,KIRKBY HEALTH CENTRE,3821,34889,28722,26512,23800
C84077,BRIERLEY PARK MEDICAL CENTRE,8547,33795,27548,25938,23430
C84078,HUCKNALL ROAD MEDICAL CENTRE,12606,32872,27049,24873,21087
C84080,THE MANOR SURGERY,10985,36546,30260,28932,26217
C84081,JOHN RYLE MEDICAL PRACTICE,6342,33099,27085,25493,22043
C84084,RADCLIFFE-ON-TRENT. HEALTH CENTRE,8318,43427,33451,32867,31019
C84085,VICTORIA AND MAPPERLEY PRACTICE,7537,33648,26771,27280,23075
C84086,ST GEORGES MED PRACTICE,9868,47745,37097,33941,30929
C84087,RAINWORTH HEALTH CENTRE,5999,33781,27349,25488,22948
C84090,MUSTERS MEDICAL PRACTICE,8852,46780,35357,33367,30609
C84091,ASPLEY MEDICAL CENTRE,7034,31328,25414,21751,18080
C84092,BRIDGEWAY PRACTICE,4692,31790,27131,26354,20243
C84094,RIVERSIDE HEALTH CENTRE,9172,37910,29247,27580,25239
C84095,OAKENHALL MEDICAL PRACT,7178,36394,28495,27421,25311
C84096,RADFORD HEALTH CENTRE (N PHILLIPS),3467,31449,26732,24984,20672
C84101,BAWTRY AND BLYTH MEDICAL,2664,39925,31138,28912,27278
C84103,THE FOREST PRACTICE,5250,28180,24502,22180,17809
C84104,GREENFIELDS MEDICAL CENTRE (SHARMA OP),2077,28731,24723,22448,18059
C84105,FAIRFIELDS PRACTICE,6739,28857,24865,22558,18271
C84106,MILLVIEW SURGERY,8079,35840,28287,26347,24044
C84107,THE LINDEN MEDICAL GROUP,10745,38879,30092,28911,25952
C84112,BRAMCOTE SURGERY,3179,44894,33010,31872,29909
C84113,MAJOR OAK MEDICAL PRACTICE,6407,38920,29631,28089,26769
C84114,HEALDSWOOD SURGERY,4656,34262,27232,26011,22865
C84115,PLAINS VIEW SURGERY,5840,40616,30918,30392,27996
C84116,MELBOURNE PARK MEDICAL CENTRE,7612,32898,26218,22935,19383
C84117,RADFORD MEDICAL PRACTICE (KAUR),16405,27606,24493,24671,19805
C84120,THE VALLEY SURGERY,13873,41253,32736,30407,28638
C84122,WOLLATON PARK MEDICAL CENTRE,7205,38877,31089,28922,25268
C84123,BILSTHORPE SURGERY,2952,42130,32715,30644,28855
C84124,WHYBURN MEDICAL PRACTICE,11634,36417,28551,27450,25412
C84125,APPLE TREE MEDICAL PRACTICE,3455,42616,32914,31925,31121
C84127,RIVERBANK MEDICAL SERVICES,4134,34161,28484,25334,23162
