PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Total annual income (£),Practice_code_weighted_tot_of_Net annual income (£),Practice_code_weighted_tot_of_Net annual income before housing costs (£),Practice_code_weighted_tot_of_Net annual income after housing costs (£)
C81026,ADAM HOUSE MEDICAL CENTRE,7109,40239,32073,29272,28208
C81027,SOMERCOTES MEDICAL CENTRE,7172,35851,28470,27056,24464
C81028,IMPERIAL ROAD SURGERY,7948,41967,33836,32487,31778
C81029,STAFFA HEALTH,15903,37111,29725,27953,25974
C81030,DARLEY DALE MEDICAL CENTRE,7585,41249,33357,32463,29988
C81031,PARK SURGERY,8686,37231,29791,28941,26713
C81032,SWADLINCOTE SURGERY,13585,39493,31273,29114,26919
C81033,SHIRES HEALTHCARE,15626,35362,27728,25532,23680
C81034,STEWART MEDICAL CENTRE,9450,39447,31641,31350,28187
C81035,VILLAGE SURGERY,10683,38741,29967,25136,24102
C81036,FRIAR GATE SURGERY,5128,38223,29242,29343,25508
C81037,ASHBOURNE MEDICAL PRACTICE,7971,42359,34024,33472,29796
C81038,WHITEMOOR MEDICAL CENTRE,12354,41712,32414,32122,29602
C81039,EYAM SURGERY,3522,45442,34807,34201,32486
C81040,PARK LANE SURGERY,5973,49452,36636,33681,32959
C81041,DR MR SPENCER'S PRACTICE,10943,35635,29413,27927,26550
C81042,VICARAGE ROAD MEDICAL CENTRE,11845,47153,35259,32205,31449
C81044,WHITTINGTON MOOR SURGERY,7528,34503,28066,27558,24921
C81045,CHESTERFIELD MEDICAL PARTNERSHIP,13987,37210,29503,29156,26807
C81046,WEST HALLAM MEDICAL CTR,4882,43944,34578,31958,31161
C81047,ALVASTON MEDICAL CENTRE,10474,41716,31896,29402,28625
C81048,APPLETREE MEDICAL PRACTICE,11043,49049,37595,35117,33434
C81049,KELVINGROVE MEDICAL CENTRE,9284,37029,29585,28779,26522
C81050,THE VILLAGE SURGERY,9562,39279,30235,28806,25597
C81051,THE PARK MEDICAL PRACTICE,25296,37781,29432,28913,25984
C81052,BROOKLYN MEDICAL PRACTICE,7413,37144,29799,28888,26687
C81053,PARKSIDE SURGERY,9614,37333,30214,27970,25032
C81054,HOLLYBROOK MEDICAL CENTRE,17337,43884,33617,29001,27636
C81055,NORTH WINGFIELD MEDICAL CENTRE,3738,35074,28114,27301,25036
C81056,CLAY CROSS MEDICAL CENTRE,6012,36928,29310,28538,26501
C81057,WILLINGTON SURGERY,8402,50499,38271,34983,33337
C81058,THE BRIMINGTON SURGERY,7691,35537,29064,27766,25754
C81059,RIPLEY MEDICAL CENTRE,5393,36592,29237,28899,26037
C81060,WOODVILLE SURGERY,9088,40997,32893,30137,28028
C81061,LITTLEWICK MEDICAL CENTRE,15442,37649,30101,28894,27079
C81062,HANNAGE BROOK MEDICAL CENTRE,8652,41250,33343,32139,30041
C81063,THORNBROOK SURGERY,8510,43236,34062,32797,30496
C81064,PARK FARM MEDICAL CENTRE,11329,45327,33805,31917,30389
C81065,BUXTON MEDICAL PRACTICE,7698,39342,31535,31227,28069
C81066,OVERDALE MEDICAL PRACTICE,10683,41254,32212,31212,29287
C81067,CHATSWORTH ROAD MEDICAL CENTRE,9010,43922,33061,32457,31119
C81068,CHAPEL STREET MEDICAL CENTRE,12688,38065,29847,28066,26255
C81069,RIVERSDALE SURGERY,13726,41391,32210,32306,29399
C81070,OAKHILL MEDICAL PRACTICE,4738,40701,31866,30808,29331
C81071,OSMASTON SURGERY,15603,36467,28193,24572,22866
C81072,LISTER HOUSE SURGERY,21679,38407,29195,25881,23921
C81073,MACKLIN STREET SURGERY,10824,39348,29753,28124,25761
C81074,ELMWOOD MEDICAL CENTRE,8549,39383,31552,31437,28150
C81075,BRAILSFORD & HULLAND MEDICAL PRACTICE,5849,46579,36797,36341,32304
C81076,TIDESWELL SURGERY,3304,44956,34583,33910,32041
C81077,GROUP PRACTICE CENTRE,3432,42306,32418,31208,28750
C81080,GOYT VALLEY MEDICAL PRACTICE,8131,43961,34497,33149,31036
C81081,MANOR HOUSE SURGERY,13001,43896,33449,32072,29806
C81082,HARTINGTON SURGERY,3076,42969,35072,33854,31035
C81083,THE GOLDEN BROOK PRACTICE,9454,40116,30432,29841,27586
C81084,AVENUE HOUSE & HASLAND PARTNERSHIP,13687,38451,30014,29689,27434
C81086,THE SURGERY CLIFTON ROAD,7888,42201,33830,33191,29649
C81087,HAVEN MEDICAL CENTRE,11056,36801,28536,25783,23869
C81089,STUBLEY MEDICAL CENTRE,4820,45104,34283,31131,30807
C81090,ILKESTON HEALTH CENTRE,3793,36982,29706,28567,26749
C81091,KILLAMARSH MEDICAL PRACTICE,9117,38501,31001,29201,27001
C81092,EVELYN MEDICAL CENTRE,6032,44149,34226,33304,30937
C81094,CRICH MEDICAL PRACTICE,7182,43599,34163,32658,30140
C81095,DR HR MCMURRAY'S PRACTICE,4500,39052,31651,30322,28115
C81096,DR WS RIDDELL'S PRACTICE,5451,35023,28691,26382,25215
C81097,COLLEGE STREET MEDICAL PRACTICE,7158,39913,30331,29704,27448
C81099,LIMES MEDICAL CENTRE,7970,36893,29968,27775,24872
C81100,THE NEW PARKFIELDS SURGERY,6734,36696,28087,26662,24616
C81101,LIME GROVE MEDICAL CENTRE,8105,41865,33788,32433,31653
C81104,OVERSEAL SURGERY,1767,42754,32840,30085,29116
C81106,LAMBGATES HEALTH CENTRE,6581,40439,31271,29494,27505
C81108,MELBOURNE & CHELLASTON MEDICAL PRACTICE,14652,45748,35472,32707,30930
C81110,WELLBROOK MEDICAL CENTRE,10406,51599,37887,35086,32502
C81113,MICKLEOVER SURGERY,5625,47283,35426,32056,31143
C81114,GRESLEYDALE HEALTHCARE CENTRE,10361,40941,32457,29947,27998
C81115,GLADSTONE HOUSE SURGERY,5197,36203,29137,28135,26323
C81118,DERBY FAMILY MEDICAL CENTRE,6311,35783,27640,22934,21950
C81604,EDEN SURGERY,3717,36813,29424,28425,26445
C81611,DR GI JONES' PRACTICE,2138,42363,33329,31967,31142
C81615,COTTAGE LANE SURGERY,2115,38629,30186,27660,26145
C81616,PEARTREE MEDICAL CENTRE,4210,34546,26675,21914,20736
C81627,GOSFORTH VALLEY MEDICAL PRACTICE,4005,46398,35370,31550,31693
C81629,CLARENCE ROAD SURGERY,3868,35165,27251,22657,21580
C81633,GRASSMOOR SURGERY,1713,34460,27851,26624,24735
C81634,ARDEN HOUSE MEDICAL PRACTICE,3574,42696,33273,32365,29217
C81638,CASTLE STREET MEDICAL CENTRE,2950,35219,29371,27597,26364
C81640,SIMMONDLEY MEDICAL PRACTICE,3604,48284,36415,33619,32714
C81642,PARK VIEW MEDICAL CENTRE,4490,42237,32166,30451,28575
C81647,ST LAWRENCE ROAD SURGERY,4441,36076,28691,28290,25674
C81648,OAKWOOD SURGERY,4018,46157,33843,33335,29161
C81649,CALOW AND BRIMINGTON PRACTICE,6709,36394,29650,28498,26633
C81652,DERWENT MEDICAL CENTRE,3854,37343,28787,30727,25680
C81653,BROOK MEDICAL CENTRE,3955,43728,33038,32202,29279
C81654,HASLAND MEDICAL CENTRE,4114,39011,30396,29888,27783
C81655,FAMILY FRIENDLY SURGERY,3830,35298,29390,27778,26519
C81658,DR V CHAWLA'S PRACTICE,4173,42432,33079,32217,30517
C81660,HADFIELD MEDICAL CENTRE,2998,41183,31762,30037,28065
C81661,BLACKWELL MEDICAL CENTRE,2488,38154,29874,27869,25329
C81662,DR A PALMER'S PRACTICE,6315,38224,31038,29085,27578
C81665,MEADOWFIELDS PRACTICE,10563,40177,31087,28125,26219
C82001,KIBWORTH HEALTH CENTRE,8981,47630,36904,33229,33191
C82002,COUNTESTHORPE HEALTH CENTRE,10036,44972,34460,31244,30696
C82003,GREENGATE MEDICAL CENTRE,10855,44216,33977,30260,29390
C82005,GROBY ROAD MEDICAL CENTRE (ID PATCHETT),8941,37365,27903,24577,22680
C82007,CASTLE DONINGTON SURGERY,9219,46929,35391,33261,31472
C82008,OAKMEADOW SURGERY (RA LEACH),9022,39185,31444,26298,25096
C82009,MARKET HARBOROUGH MED.CTR,24031,45273,34755,32325,31186
C82010,OAKHAM MEDICAL PRACTICE,15976,45705,35608,32717,31843
C82011,PINFOLD MEDICAL PRACTICE,10645,40311,31254,28766,26614
C82012,IBSTOCK HOUSE SURGERY,9922,41699,32284,29832,28432
C82013,BUSHLOE SURGERY,9611,40343,31207,28825,26780
C82014,ASHBY HEALTH CENTRE,14512,45491,35255,32097,31500
C82015,RUSHEY MEAD HEALTH CENTRE,2401,36504,28224,23951,21434
C82016,LONG CLAWSON MEDICAL PRACTICE,6271,45687,36178,33584,32383
C82017,MEASHAM MEDICAL UNIT,12853,44206,34152,31088,29871
C82018,DR SM AROLKER & PARTNERS,15532,36345,27685,24505,22554
C82019,PASLEY ROAD HEALTH CENTRE (G SINGH),4564,35588,27200,24091,22395
C82020,DE MONTFORT SURGERY,16809,38552,29407,33012,22312
C82021,THE CENTRAL SURGERY,8522,46803,36246,30210,30658
C82022,THE BILLESDON SURGERY,6796,48470,37901,34385,32531
C82023,ST MATTHEWS MEDICAL CENTRE (AIA LENNOX),3745,31419,24356,19380,16143
C82024,SPINNEY HILL MEDICAL CENTRE,18801,33749,26408,21225,18855
C82025,THE WYCLIFFE MEDICAL PRACTICE,10429,46613,36390,32613,32516
C82026,BRIDGE STREET MEDICAL PRACTICE,8070,41103,31783,29304,27266
C82027,THE OLD SCHOOL SURGERY,6664,43857,34449,30689,30137
C82028,MARKFIELD MEDICAL CENTRE,6816,44229,33860,31072,30735
C82029,WILLOWBROOK MEDICAL CENTRE (JG ASTLES),10248,42240,33496,28184,26238
C82030,DOWNING DRIVE SURGERY (AJJ BENTLEY),7007,43239,34024,27718,27051
C82031,JOHNSON MEDICAL PRACTICE,10946,39675,31678,24333,23443
C82032,DR NW OSBORNE'S PRACTICE,6937,44393,32921,31464,30120
C82033,HUMBERSTONE MEDICAL CENTRE (IP JONES),9206,38550,30618,24112,22798
C82034,QUORN MEDICAL CENTRE,8513,49087,37449,34475,32587
C82035,PARK VIEW SURGERY,7640,40765,31588,28910,26920
C82036,DR KILPATRICK AND PARTNERS,14730,47085,36275,33158,32480
C82037,EAST PARK MEDICAL CENTRE (RP PANDYA),10261,35051,27337,22325,20143
C82038,LATHAM HOUSE MEDICAL PRACTICE,35631,41524,32308,30588,28770
C82039,KINGSWAY SURGERY,11191,40854,31088,27528,26097
C82040,ORCHARD SURGERY,8476,44660,35393,32947,30955
C82041,DR GP HANLON'S PRACTICE,11981,41236,32206,29543,27348
C82042,COUNTY PRACTICE,11612,43531,33314,30572,29293
C82043,STATION VIEW HEALTH CENTRE,12734,42803,31891,30683,28530
C82044,EMPINGHAM MEDICAL CENTRE,5939,48433,37588,34370,32882
C82045,DR RW LAWRENCE'S PRACTICE,5518,40908,31540,29294,27166
C82046,SAFFRON GROUP PRACTICE,12826,35511,27244,23642,22169
C82047,MAPLES FAMILY MED.PRACT.,10808,42704,31873,30640,28444
C82048,ROSEMEAD DRIVE SURGERY,3606,45508,35400,29507,29875
C82050,DR NR PULMAN'S PRACTICE,10003,41077,31635,29138,26993
C82051,NEWBOLD VERDON MED.PRACT.,10704,45156,35873,32303,32024
C82052,DR AM LEWIS' PRACTICE,3901,39600,31044,30272,28410
C82053,HOCKLEY FARM MED PRACT (A NANA),10445,35067,26611,22863,21112
C82054,THE BURBAGE SURGERY,10106,45608,34447,32078,30542
C82055,THE LIMES MEDICAL CENTRE,14248,45592,34116,31361,30489
C82056,GLENFIELD SURGERY,13770,45885,35221,32004,30363
C82058,SAFFRON SURGERY,5058,36261,27888,24388,22840
C82059,WESTCOTES GP SURGERY (ONE),1265,38172,28985,26805,23130
C82060,THE PRACTICE-SAYEED,3634,35025,28100,21661,20250
C82061,BARWELL & HOLLYCROFT MEDICAL CENTRES,10825,40568,30701,29464,27418
C82062,BARROW HEALTH CENTRE,8679,46775,36255,33416,31882
C82063,EAST LEICESTER MED PRACT(S LONGWORTH),12970,36017,28572,22648,20920
C82064,FOREST HOUSE SURGERY,11484,41146,31644,30512,28143
C82065,THE MAPLES SURGERY (KP NEWLEY),2785,38268,30761,24524,22897
C82066,FOREST HOUSE MEDICAL CTR,13726,46662,35272,31448,30916
C82067,THE CROFT MEDICAL CENTRE,8247,47911,36983,30777,31242
C82068,NORTHFIELD MEDICAL CENTRE,11195,43641,33066,30223,29159
C82070,WOODBROOK MEDICAL CENTRE,9045,40048,31141,28919,26557
C82071,WIGSTON CENTRAL SURGERY,10385,42762,32948,30014,27921
C82072,BROOM LEYS SURGERY,8118,40543,31737,29016,27250
C82073,MERRIDALE MEDICAL CENTRE (RP TEW),14431,37947,29055,25810,23058
C82075,CASTLE MEAD MEDICAL CENTRE,9578,43423,32551,30978,28712
C82076,THE WELBY PRACTICE,4739,45236,36019,33125,32215
C82077,THE UPPINGHAM SURGERY,10627,47478,37613,34153,33584
C82078,THE JUBILEE MEDICAL PRACTICE,11078,42996,32892,30375,29012
C82079,SOUTH WIGSTON HEALTH CTR.,8975,37979,29061,27462,25629
C82080,SHEFA MEDICAL PRACTICE,4118,35331,28050,23041,20268
C82081,QUEENS ROAD MEDICAL CENTRE,2428,46654,35500,32204,29865
C82082,THE CENTRE SURGERY,5743,42039,31346,30363,28044
C82084,DR B MODI,3140,34783,26564,22951,20170
C82086,FOSSE MEDICAL CENTRE (GK SHARMA),8282,37199,27029,24725,22025
C82088,EVINGTON MEDICAL CENTRE (C KUMAR),9799,36850,28883,23732,21803
C82091,BIRSTALL MEDICAL CENTRE,7410,38067,29058,25844,24624
C82092,AYLESTONE HEALTH CENTRE,2845,38118,29027,26206,24635
C82093,THE ORCHARD MED PRACTICE,11123,48372,36836,33375,31886
C82094,BEAUMONT LODGE MEDICAL PRACTICE,6748,37478,29624,24825,23090
C82095,ALPINE HOUSE SURGERY,9190,46411,35833,32371,32116
C82096,HUGGLESCOTE SURGERY,6873,42123,32119,29525,27499
C82097,CHARNWOOD SURGERY,1276,44695,34503,31351,30577
C82098,HAZELMERE MEDICAL CENTRE,7213,43305,32826,30146,29138
C82099,ST PETER'S ROAD SURGERY (KA CHOUDRY),3819,36379,28963,22818,21388
C82100,THE HEDGES MEDICAL CENTRE (SA BAILEY),5458,34492,26296,23222,21515
C82102,DR HEAP & PARTNER,4258,45728,35877,33434,31195
C82103,DISHLEY GRANGE MEDICAL PRACTICE,7033,42475,32803,31154,28499
C82105,AR-RAZI MEDICAL CENTRE,2431,38081,30533,24008,22601
C82106,THE FAMILY PRACTICE,1985,40798,31558,29030,26986
C82107,BRANDON STREET SURGERY,5385,33200,25178,22282,18975
C82108,LONG STREET SURGERY,2813,40657,31467,28578,26756
C82109,THE HUSBANDS BOSWORTH SURGERY,3645,49088,37696,34168,32749
C82111,NN VAGHELA'S PRACTICE,15644,36623,30661,27993,25259
C82112,SEVERN SURGERY,4338,49852,38597,31633,32493
C82114,DR U K ROY,1908,37783,28483,26499,22799
C82116,HIGHFIELDS SURGERY (R WADHWA),3333,35124,28018,22510,20445
C82119,NARBOROUGH HEALTH CENTRE,2438,41186,31488,28664,25782
C82120,DR EA HEPPLEWHITE'S PRACTICE,3397,39403,30816,30037,28124
C82121,HEATH LANE SURGERY,14049,39142,29942,28683,26749
C82122,CLARENDON PARK ROAD HEALTH CENTRE,4625,45223,34854,31903,29473
C82123,BELVOIR VALE SURGERY,3284,46682,37105,33864,33746
C82124,DR P KHUNTI & PARTNERS,18117,42960,33428,31932,26925
C82600,THE BANKS SURGERY,5198,42766,32491,30117,28495
C82610,THE PARKS MEDICAL CENTRE (B HAINSWORTH),5107,35276,28009,23107,22204
C82611,THE MASHARANI PRACTICE,5598,46860,36506,32722,32522
C82614,THE PRACTICE-ASQUITH,3858,46293,35300,30699,29469
C82620,DR S SHAFI,1802,38370,29217,27458,23018
C82623,HEATHERBROOK SURGERY (RP ARCHER),3371,39187,31093,25998,23830
C82624,BEAUMONT LEYS HEALTH CENTRE (CARETAKER),6875,36124,28405,23931,22256
C82626,PASLEY ROAD HEALTH CENTRE (TK KHONG),2167,35480,27019,24137,22394
C82627,DR YB SHAH'S PRACTICE,4624,38235,29322,26740,25062
C82628,GROBY SURGERY,3130,46493,34767,32017,29862
C82631,ENDERBY MEDICAL CENTRE,5746,44779,33538,30541,29157
C82634,RATBY SURGERY,2866,43433,33589,31101,29822
C82639,WESTCOTES HEALTH CENTRE (RL HAZELDINE),5772,38242,28557,26513,23161
C82642,HIGHFIELDS MEDICAL CENTRE (A SINHA),7155,34572,26998,22016,19733
C82643,COMMUNITY HEALTH CENTRE (ZS OSAMA),10379,32566,25850,20007,17799
C82644,DR MK LAKHANI'S PRACTICE,3312,42850,32526,30130,28534
C82649,MARKET OVERTON & SOMERBY SURGERIES,3421,47060,36558,33815,32288
C82650,DESFORD MEDICAL CENTRE,4034,44829,35092,31050,31815
C82651,BROADHURST ST MED PRACT (KS MORJARIA),3694,34083,25891,22640,19684
C82653,WESTCOTES GP SURGERY (TWO),1503,36485,27730,25729,21773
C82655,DR TM HAMMOND & PARTNERS,2258,41014,31622,29252,27137
C82656,FIELD STREET SURGERY,2164,41405,31767,30393,28175
C82657,DR BJ SHAH'S PRACTICE,1420,46022,34749,30961,30316
C82659,MELBOURNE ROAD HEALTH CENTRE (R KAPUR),2857,33704,26769,20852,18937
C82660,ST PETER'S MED CENTRE (MANSINGH & MEHRA),5822,39746,30864,27441,24111
C82662,WALNUT ST MED CTR (LEICESTER MED GROUP),3512,39553,30445,31230,22762
C82663,DR SJ SHEPHERD'S PRACTICE,2667,45536,35344,32110,31372
C82667,THE CHARNWOOD PRACTICE,6840,34459,27424,21441,19348
C82669,THE SURGERY @ AYLESTONE,3471,38394,29294,26331,24774
C82670,INCLUSION HEALTHCARE,975,37852,29407,29863,21868
C82671,DR GANDECHA & PARTNER,4025,32907,25053,21877,18638
C82676,ST ELIZABETH'S MEDICAL CENTRE (JA WOOD),4819,39584,31690,25250,24093
C82678,THURMASTON HEALTH CENTRE,6546,38055,29256,26349,24573
C82680,THE PRACTICE-RUSHEY MEAD,2542,36294,28010,23738,21009
C83001,CITY MEDICAL PRACTICE,9014,35012,26829,28447,22829
C83002,NAVENBY CLIFF VILLAGES SURGERY,8034,44592,33816,31992,30393
C83003,BEECHFIELD MEDICAL CENTRE,16106,42174,32560,28422,25399
C83004,LIQUORPOND SURGERY,11616,40573,30886,27812,24604
C83005,SPILSBY SURGERY,7458,34899,29061,26896,26033
C83006,KIDGATE SURGERY,3822,35142,28867,27647,26098
C83007,THE NEW SHEEPMARKET SURG.,13961,44959,35248,33159,31947
C83008,SWINGBRIDGE SURGERY,6199,38204,29356,26619,25199
C83009,LINDUM MEDICAL PRACTICE,8394,37691,29589,27696,25059
C83010,PARKSIDE MEDICAL CENTRE,13740,40052,30312,27504,24130
C83011,MILLVIEW MEDICAL CENTRE,9054,41607,32192,30312,28403
C83013,RUSKINGTON SURGERY,7825,42339,32437,30400,28820
C83014,BOULTHAM PARK MEDICAL PRACTICE,9402,35619,27650,26719,23676
C83015,SWINESHEAD SURGERY,8401,38493,30596,27915,26638
C83016,SPRINGCLIFFE SURGERY,2469,35804,27436,27375,23525
C83017,ST.MARY'S MEDICAL CENTRE,13372,45035,35188,33311,32085
C83018,CLEVELAND SURGERY,9815,33289,27463,25188,23933
C83019,BEACON MEDICAL PRACTICE,22755,29248,24702,24185,21995
C83020,ANCASTER SURGERY,8703,44940,35414,33367,31643
C83021,WAINFLEET SURGERY,2167,32343,27619,25007,23635
C83022,MUNRO MEDICAL CENTRE,19763,42386,32667,28542,25671
C83023,SLEAFORD MEDICAL GROUP,18445,41781,31895,29901,28095
C83024,THE GLENSIDE COUNTRY PRACTICE,3709,44909,35300,32735,30551
C83025,RICHMOND MEDICAL CENTRE,8828,43538,33923,31173,29526
C83026,THE DEEPINGS PRACTICE,23092,45715,35203,32981,31055
C83027,THE OLD VICARAGE,8972,36053,28831,27783,26244
C83028,HOLBEACH MEDICAL CENTRE,7851,36885,29044,27204,25468
C83029,BRANSTON & HEIGHINGTON FAMILY PRACTICE,5924,44009,33146,30591,29486
C83030,BILLINGHAY MEDICAL PRACTICE,4690,37542,30745,27515,26525
C83031,NETTLEHAM MEDICAL PRACTICE,11329,43518,34115,30371,30516
C83032,MERTON LODGE SURGERY,7485,32282,27095,26023,24394
C83033,HIBALDSTOW MEDICAL PRACTICE,3266,41851,33186,30280,27936
C83035,HEREWARD MEDICAL CENTRE,12121,44240,34086,30819,29755
C83036,GOSBERTON MEDICAL CENTRE,6322,38755,30721,28117,27022
C83037,WELTON FAMILY HEALTH CENTRE,9356,44334,34502,31479,30868
C83038,THE GLEBE PRACTICE,8127,45293,34595,32133,30704
C83039,MOULTON MEDICAL CENTRE,5573,40066,31711,27956,26382
C83040,ST. PETERS HILL SURGERY,15961,39552,31056,28543,26620
C83041,THE WOODLAND MEDICAL PRACTICE,7530,39155,30789,28380,26222
C83042,MARSH MEDICAL PRACTICE,5929,34536,29191,27013,25636
C83043,MARKET RASEN SURGERY,10008,37335,30282,29082,27483
C83044,CASKGATE STREET SURGERY,10475,32558,26875,24874,23557
C83045,HAWTHORN MEDICAL PRACTICE,13412,30601,25597,24291,22324
C83046,THE HEATH SURGERY,6214,42465,31480,30235,27960
C83047,WESTSIDE SURGERY,10147,39647,29592,27002,23705
C83048,ST. JOHNS MEDICAL CENTRE,14750,39767,31118,28881,26632
C83049,OLD LEAKE MEDICAL CENTRE,6770,36103,29621,26618,24991
C83051,ABBEY MEDICAL PRACTICE,5249,36824,29157,27519,24228
C83052,THE INGHAM SURGERY,3412,41378,33661,30643,28437
C83053,COLSTERWORTH SURGERY,2447,42732,34464,31936,29875
C83054,BOURNE GALLETLY PRACTICE TEAM,10824,44003,33968,30767,29630
C83055,STICKNEY SURGERY,4947,36767,30218,28567,26734
C83056,NEWMARKET MEDICAL PRACTICE,10589,35287,28990,27717,26193
C83057,KIRTON MEDICAL CENTRE,5497,39288,30700,26913,24670
C83058,WASHINGBOROUGH SURGERY,6859,45695,33846,31754,30696
C83059,GREYFRIARS SURGERY,11551,39856,30074,27338,24094
C83060,STUART HOUSE SURGERY,8346,40194,30414,27524,24408
C83061,NORTH THORESBY SURGERY,9559,40118,32512,30305,28235
C83062,CHURCH WALK SURGERY,3834,41607,32413,29252,28191
C83063,LONG SUTTON MEDICAL CTR.,15504,35373,28721,27024,25495
C83064,MARISCO MEDICAL PRACTICE,13769,26897,23751,23647,22456
C83065,LITTLEBURY MEDICAL CENTRE,6699,36918,29049,27228,25477
C83067,LONG BENNINGTON SURGERY,5858,44122,35403,32610,31912
C83068,THE LITTLE SURGERY,3903,45349,35192,33409,32124
C83071,NEWARK ROAD SURGERY,7277,39461,30696,28688,26316
C83072,MINSTER MEDICAL PRACTICE,10019,38862,30336,29191,26207
C83073,CLIFF HOUSE MEDICAL PRACTICE,5477,38713,30324,31391,26934
C83074,WILLINGHAM-BY-STOW SURGERY,3755,41105,33754,30703,28261
C83075,VINE STREET SURGERY,6980,40541,31957,29356,27539
C83078,BRANT ROAD SURGERY,7188,41149,31462,29056,27202
C83079,GLEBE PARK SURGERY,3721,39396,30809,28459,26204
C83080,THE HARROWBY LANE SURGERY,5339,40592,32534,29657,27694
C83081,ARBORETUM SURGERY,3266,36583,29044,27153,23953
C83082,BIRCHWOOD MEDICAL PRACTICE,9648,38451,30356,27970,25738
C83083,THE NEW CONINGSBY SURGERY,7842,39186,31140,28949,27686
C83085,JAMES STREET FAMILY PRACTICE,8457,34966,28765,27444,25980
C83605,THE WOLDS PRACTICE,2611,38251,31206,29417,28329
C83611,THE BASSINGHAM SURGERY,5822,46202,34886,31517,31645
C83613,CAISTOR HEALTH CENTRE,5544,39917,32429,29387,28583
C83614,SUTTERTON SURGERY,3727,38562,30292,26989,25149
C83615,BURTON ROAD SURGERY,2219,38667,30158,30192,26543
C83617,ABBEYVIEW SURGERY,7210,42244,32628,29462,27594
C83626,BRAYFORD MEDICAL PRACTICE,5784,37066,29210,30521,25414
C83628,WOOLSTHORPE SURGERY,1268,43179,34459,31761,30375
C83631,PENNYGATE SURGERY,3602,43041,33105,28733,26044
C83633,HAWTHORN SURGERY,4086,41151,33094,29758,28672
C83634,TASBURGH LODGE SURGERY,3593,39436,31258,28984,27761
C83635,WOODHALL SPA NEW SURGERY,6004,38920,31498,28756,27937
C83637,CROSSROADS MEDICAL PRACTICE,7173,43632,34089,31174,29655
C83641,TRENT VALLEY SURGERY,4105,43868,34345,32118,29807
C83643,BINBROOK SURGERY,2425,38133,31044,29560,27565
C83644,POTTERGATE MEDICAL CENTRE,3506,32811,26999,25134,23788
C83649,MARKET CROSS SURGERY,4174,44598,35153,32810,30043
C83650,THE WRAGBY SURGERY,3607,38853,31437,29565,27485
C83652,THE WITHAM PRACTICE,2099,36536,28775,30021,24827
C83653,THE STACKYARD SURGERY,1767,45569,36377,33421,32652
C83655,METHERINGHAM SURGERY,1823,41318,32354,29112,28087
C83656,UNIVERSITY SURGERY,7702,33392,27221,32285,23594
C84001,LARWOOD SURGERY,27616,38958,30745,28782,26828
C84002,CHURCH WALK SURGERY,11478,37532,30015,28380,26979
C84003,WEST END SURGERY,5337,43813,32634,31018,29086
C84004,ST ALBANS MEDICAL CENTRE,7557,33045,26408,24613,22449
C84005,EAST LEAKE MEDICAL GROUP,12870,50323,38162,34203,34181
C84008,TUXFORD MEDICAL CENTRE,4967,42031,33845,31415,30568
C84009,BARNBY GATE SURGERY,13449,40170,31070,29069,26623
C84010,TRENTSIDE MEDICAL GROUP,11711,38749,29714,28196,25945
C84011,ELMSWOOD SURGERY,9091,43549,33341,30762,28330
C84012,WILLOWBROOK MEDICAL PRACTICE,15143,35377,27981,26255,23491
C84013,BRIDGEGATE SURGERY,7319,38876,31431,29640,28156
C84014,WOODLANDS MEDICAL PRACTICE,9426,36844,29075,27341,24587
C84016,OAKWOOD SURGERY,14005,37600,29451,27682,25372
C84017,BELVOIR HEALTH GROUP,23650,46571,35839,32076,31186
C84018,FAMILY MEDICAL CENTRE (SOOD),8320,35536,27593,25496,22991
C84019,FOUNTAIN MEDICAL CENTRE,14067,40125,31089,29020,26637
C84020,CHURCHSIDE MEDICAL PRACTICE,5683,38808,29741,27694,25394
C84021,MIDDLETON LODGE PRACTICE,12334,36604,30129,27801,25667
C84023,CRIPPS HEALTH CENTRE,38125,35033,29048,27380,23677
C84024,NEWGATE MEDICAL GROUP,30092,39876,30979,28747,26228
C84025,EAST BRIDGFORD MED CENTRE,6748,49739,37994,34699,33776
C84026,STENHOUSE MEDICAL CENTRE,12006,41860,32183,29281,27648
C84028,THE RUDDINGTON MED CENTRE,6713,46836,34968,32222,31030
C84029,LOMBARD MEDICAL CENTRE,17916,39798,30864,28675,26263
C84030,THE OAKS MEDICAL CENTRE,8216,43416,32530,30967,28850
C84031,ST PETERS MEDICAL PRACTICE,2648,38694,29628,27619,25284
C84032,CHURCH STREET MEDICAL CTR,8374,37431,29927,28272,26978
C84033,WESTDALE LANE SURGERY,7639,40752,31762,29112,26987
C84034,CHURCHFIELDS MEDICAL PRACTICE,10008,35552,27645,24773,22935
C84035,CROWN HOUSE SURGERY,11937,39016,31663,29736,28314
C84036,FOREST MEDICAL,13485,38538,29700,27470,25307
C84037,BLIDWORTH SURGERY,11705,43664,34704,31349,30540
C84039,DERBY ROAD HEALTH CENTRE,9660,36228,30323,30469,23663
C84042,SAXON CROSS SURGERY,7339,39065,30628,27868,26524
C84043,LEEN VIEW SURGERY,8465,32820,26162,24193,22281
C84044,DEER PARK FAMILY MEDICAL PRACTICE,7944,48781,37482,31310,32564
C84045,COLLINGHAM MEDICAL CENTRE,6852,44948,35028,32235,31433
